text_type,avg_accuracy,std_accuracy,avg_far,std_far,avg_frr,std_frr,avg_eer,std_eer,n_users
shared_text,0.983203125,0.022753804848434596,0.01653225806451613,0.023687032161046177,0.025,0.06720215050322471,0.020766129032258066,0.034059359138859574,32
personal_text,0.9919921875,0.012919802938269203,0.007862903225806451,0.013184690283424423,0.0125,0.04918693768379647,0.010181451612903226,0.025690548453002164,32
