text_length,avg_accuracy,std_accuracy,avg_far,std_far,avg_frr,std_frr,avg_eer,std_eer,n_users
10,0.9796875,0.027860539790523713,0.01935483870967742,0.02908424066310622,0.05,0.10160010160015241,0.034677419354838715,0.050627958928202994,32
20,0.9796875,0.02808577013134886,0.02036290322580645,0.029319168502941386,0.018750000000000003,0.05922891621605981,0.019556451612903224,0.03026005353905762,32
25,0.9861328125,0.022209957115232888,0.013911290322580646,0.02312321979336279,0.0125,0.04918693768379647,0.013205645161290323,0.025470753285577928,32
50,0.9837890625,0.020444861860919896,0.016129032258064516,0.0214289310739611,0.018750000000000003,0.07803018439949605,0.01743951612903226,0.038482330778540054,32
75,0.9859374999999999,0.02075927697789982,0.014112903225806451,0.021456326303395536,0.0125,0.07071067811865475,0.013306451612903227,0.03627210781177358,32
full,0.9919921875,0.012919802938269203,0.007862903225806451,0.013184690283424423,0.0125,0.04918693768379647,0.010181451612903226,0.025690548453002164,32
