user_id,model,threshold,accuracy,far,frr,eer
WLA5tSeimOdSy4qCfthdd7C5WeB2,SVM,0.035,1.0,0.0,0.0,0.0
WLA5tSeimOdSy4qCfthdd7C5WeB2,XGBoost,0.075,0.9939393939393939,0.00625,0.0,0.003125
WiOvfjiIXHdwNpm5Z4XQkAvGRI23,RandomForest,0.13,1.0,0.0,0.0,0.0
WiOvfjiIXHdwNpm5Z4XQkAvGRI23,SVM,0.015,0.9272727272727272,0.075,0.0,0.0375
WiOvfjiIXHdwNpm5Z4XQkAvGRI23,XGBoost,0.12,1.0,0.0,0.0,0.0
ZPw87WT2yagXd9QO1D3a7uqutlJ3,RandomForest,0.135,1.0,0.0,0.0,0.0
ZPw87WT2yagXd9QO1D3a7uqutlJ3,SVM,0.12,0.9878787878787879,0.0125,0.0,0.00625
ZPw87WT2yagXd9QO1D3a7uqutlJ3,XGBoost,0.025,0.9818181818181818,0.01875,0.0,0.009375
ej3PfaQvUVVIs8EqkGNlOzZx9Is2,RandomForest,0.17,1.0,0.0,0.0,0.0
ej3PfaQvUVVIs8EqkGNlOzZx9Is2,SVM,0.035,1.0,0.0,0.0,0.0
ej3PfaQvUVVIs8EqkGNlOzZx9Is2,XGBoost,0.31,0.9939393939393939,0.0,0.2,0.1
i6SCvQJiqYUDYS1leBqlxRY29jr2,RandomForest,0.19,1.0,0.0,0.0,0.0
i6SCvQJiqYUDYS1leBqlxRY29jr2,SVM,0.055,0.9878787878787879,0.0125,0.0,0.00625
i6SCvQJiqYUDYS1leBqlxRY29jr2,XGBoost,0.06,1.0,0.0,0.0,0.0
my57RUXuMdcCABGumWAajjhxjgi2,RandomForest,0.335,1.0,0.0,0.0,0.0
my57RUXuMdcCABGumWAajjhxjgi2,SVM,0.145,1.0,0.0,0.0,0.0
my57RUXuMdcCABGumWAajjhxjgi2,XGBoost,0.15,1.0,0.0,0.0,0.0
pBcgsSbey6YdBbQGH0nEAMUjA9H2,RandomForest,0.155,1.0,0.0,0.0,0.0
pBcgsSbey6YdBbQGH0nEAMUjA9H2,SVM,0.015,0.9696969696969697,0.03125,0.0,0.015625
pBcgsSbey6YdBbQGH0nEAMUjA9H2,XGBoost,0.155,0.9939393939393939,0.0,0.2,0.1
qHMPVSZeEOVJeANy4PmaCi0s1LX2,RandomForest,0.185,1.0,0.0,0.0,0.0
qHMPVSZeEOVJeANy4PmaCi0s1LX2,SVM,0.025,0.9878787878787879,0.0125,0.0,0.00625
qHMPVSZeEOVJeANy4PmaCi0s1LX2,XGBoost,0.105,1.0,0.0,0.0,0.0
ruaVJyjTBAXieStKhxpnd1GTACE2,RandomForest,0.185,1.0,0.0,0.0,0.0
ruaVJyjTBAXieStKhxpnd1GTACE2,SVM,0.03,1.0,0.0,0.0,0.0
ruaVJyjTBAXieStKhxpnd1GTACE2,XGBoost,0.02,1.0,0.0,0.0,0.0
t10BGl5P7lfLJnosyzeNchO2Cgw1,RandomForest,0.08,1.0,0.0,0.0,0.0
t10BGl5P7lfLJnosyzeNchO2Cgw1,SVM,0.125,1.0,0.0,0.0,0.0
t10BGl5P7lfLJnosyzeNchO2Cgw1,XGBoost,0.01,0.9090909090909091,0.09375,0.0,0.046875
tQ67DG0meybtvwgtlI6rCkNYmU93,RandomForest,0.12,0.9757575757575757,0.00625,0.6,0.303125
tQ67DG0meybtvwgtlI6rCkNYmU93,SVM,0.09,0.9939393939393939,0.00625,0.0,0.003125
tQ67DG0meybtvwgtlI6rCkNYmU93,XGBoost,0.03,0.9636363636363636,0.01875,0.6,0.309375
wL7w4dmBmxSYXUEO9tYBUp6XaA22,RandomForest,0.105,0.9939393939393939,0.00625,0.0,0.003125
wL7w4dmBmxSYXUEO9tYBUp6XaA22,SVM,0.105,1.0,0.0,0.0,0.0
wL7w4dmBmxSYXUEO9tYBUp6XaA22,XGBoost,0.015,0.9575757575757575,0.04375,0.0,0.021875
zADTuV7nEORpOPqPqjLYGgZyVUD3,RandomForest,0.20500000000000002,0.9939393939393939,0.0,0.2,0.1
zADTuV7nEORpOPqPqjLYGgZyVUD3,SVM,0.085,0.9878787878787879,0.0125,0.0,0.00625
zADTuV7nEORpOPqPqjLYGgZyVUD3,XGBoost,0.115,0.9878787878787879,0.0,0.4,0.2
zisvLwXR2sXkiDyF9hQBgzCT5K03,RandomForest,0.19,1.0,0.0,0.0,0.0
zisvLwXR2sXkiDyF9hQBgzCT5K03,SVM,0.115,1.0,0.0,0.0,0.0
zisvLwXR2sXkiDyF9hQBgzCT5K03,XGBoost,0.32,0.9939393939393939,0.0,0.2,0.1
zwWo0D9MehY88RXRA0BYoGdJKCz2,RandomForest,0.155,1.0,0.0,0.0,0.0
zwWo0D9MehY88RXRA0BYoGdJKCz2,SVM,0.085,1.0,0.0,0.0,0.0
zwWo0D9MehY88RXRA0BYoGdJKCz2,XGBoost,0.06,1.0,0.0,0.0,0.0
