text_type,avg_accuracy,std_accuracy,avg_far,std_far,avg_frr,std_frr,avg_eer,std_eer,n_users
shared_text,0.9639053254437869,0.04388091635562521,0.03507692307692308,0.045089176596538626,0.06153846153846154,0.10982503567738307,0.024000000000000004,0.05506650524592968,26
personal_text,0.978698224852071,0.022954309369185872,0.020615384615384615,0.02470154152772968,0.038461538461538464,0.09829312519977408,0.007692307692307693,0.03143344617539634,26
