user_id,model,threshold,accuracy,far,frr,eer
QcUKYLclszMKbeOKMPTEIZyiKKU2,SVM,0.04,0.975,0.025806451612903226,0.0,0.012903225806451613
QcUKYLclszMKbeOKMPTEIZyiKKU2,XGBoost,0.01,0.93125,0.07096774193548387,0.0,0.035483870967741936
RKcUBPWd7Lgr4wrIof2rJxDyitr1,RandomForest,0.145,0.99375,0.0064516129032258064,0.0,0.0032258064516129032
RKcUBPWd7Lgr4wrIof2rJxDyitr1,SVM,0.075,0.99375,0.0064516129032258064,0.0,0.0032258064516129032
RKcUBPWd7Lgr4wrIof2rJxDyitr1,XGBoost,0.035,0.975,0.01935483870967742,0.2,0.10967741935483871
So7yhmPlhAcD7aHz0kZYyZYj0Yg1,RandomForest,0.135,0.9875,0.012903225806451613,0.0,0.0064516129032258064
So7yhmPlhAcD7aHz0kZYyZYj0Yg1,SVM,0.09,0.9875,0.012903225806451613,0.0,0.0064516129032258064
So7yhmPlhAcD7aHz0kZYyZYj0Yg1,XGBoost,0.045,0.9875,0.012903225806451613,0.0,0.0064516129032258064
WLA5tSeimOdSy4qCfthdd7C5WeB2,RandomForest,0.125,0.98125,0.012903225806451613,0.2,0.10645161290322581
WLA5tSeimOdSy4qCfthdd7C5WeB2,SVM,0.075,0.9875,0.012903225806451613,0.0,0.0064516129032258064
WLA5tSeimOdSy4qCfthdd7C5WeB2,XGBoost,0.035,0.98125,0.012903225806451613,0.2,0.10645161290322581
WiOvfjiIXHdwNpm5Z4XQkAvGRI23,RandomForest,0.19,0.99375,0.0,0.2,0.1
WiOvfjiIXHdwNpm5Z4XQkAvGRI23,SVM,0.23500000000000001,0.98125,0.01935483870967742,0.0,0.00967741935483871
WiOvfjiIXHdwNpm5Z4XQkAvGRI23,XGBoost,0.035,0.975,0.025806451612903226,0.0,0.012903225806451613
ZPw87WT2yagXd9QO1D3a7uqutlJ3,RandomForest,0.135,1.0,0.0,0.0,0.0
ZPw87WT2yagXd9QO1D3a7uqutlJ3,SVM,0.08,0.99375,0.0064516129032258064,0.0,0.0032258064516129032
ZPw87WT2yagXd9QO1D3a7uqutlJ3,XGBoost,0.025,0.975,0.025806451612903226,0.0,0.012903225806451613
ej3PfaQvUVVIs8EqkGNlOzZx9Is2,RandomForest,0.025,0.98125,0.01935483870967742,0.0,0.00967741935483871
ej3PfaQvUVVIs8EqkGNlOzZx9Is2,SVM,0.01,0.95,0.05161290322580645,0.0,0.025806451612903226
ej3PfaQvUVVIs8EqkGNlOzZx9Is2,XGBoost,0.01,1.0,0.0,0.0,0.0
i6SCvQJiqYUDYS1leBqlxRY29jr2,RandomForest,0.055,0.93125,0.07096774193548387,0.0,0.035483870967741936
i6SCvQJiqYUDYS1leBqlxRY29jr2,SVM,0.17500000000000002,0.9875,0.012903225806451613,0.0,0.0064516129032258064
i6SCvQJiqYUDYS1leBqlxRY29jr2,XGBoost,0.025,0.975,0.025806451612903226,0.0,0.012903225806451613
my57RUXuMdcCABGumWAajjhxjgi2,RandomForest,0.105,0.975,0.025806451612903226,0.0,0.012903225806451613
my57RUXuMdcCABGumWAajjhxjgi2,SVM,0.09,1.0,0.0,0.0,0.0
my57RUXuMdcCABGumWAajjhxjgi2,XGBoost,0.02,0.99375,0.0064516129032258064,0.0,0.0032258064516129032
pBcgsSbey6YdBbQGH0nEAMUjA9H2,RandomForest,0.12,1.0,0.0,0.0,0.0
pBcgsSbey6YdBbQGH0nEAMUjA9H2,SVM,0.02,0.96875,0.03225806451612903,0.0,0.016129032258064516
pBcgsSbey6YdBbQGH0nEAMUjA9H2,XGBoost,0.09,1.0,0.0,0.0,0.0
qHMPVSZeEOVJeANy4PmaCi0s1LX2,RandomForest,0.06,0.93125,0.07096774193548387,0.0,0.035483870967741936
qHMPVSZeEOVJeANy4PmaCi0s1LX2,SVM,0.1,0.9375,0.05161290322580645,0.4,0.22580645161290325
qHMPVSZeEOVJeANy4PmaCi0s1LX2,XGBoost,0.02,0.95625,0.03870967741935484,0.2,0.11935483870967742
ruaVJyjTBAXieStKhxpnd1GTACE2,RandomForest,0.35000000000000003,1.0,0.0,0.0,0.0
ruaVJyjTBAXieStKhxpnd1GTACE2,SVM,0.02,0.98125,0.01935483870967742,0.0,0.00967741935483871
ruaVJyjTBAXieStKhxpnd1GTACE2,XGBoost,0.035,1.0,0.0,0.0,0.0
t10BGl5P7lfLJnosyzeNchO2Cgw1,RandomForest,0.14,1.0,0.0,0.0,0.0
t10BGl5P7lfLJnosyzeNchO2Cgw1,SVM,0.03,0.96875,0.025806451612903226,0.2,0.11290322580645162
t10BGl5P7lfLJnosyzeNchO2Cgw1,XGBoost,0.035,0.975,0.025806451612903226,0.0,0.012903225806451613
wL7w4dmBmxSYXUEO9tYBUp6XaA22,RandomForest,0.155,1.0,0.0,0.0,0.0
wL7w4dmBmxSYXUEO9tYBUp6XaA22,SVM,0.035,0.99375,0.0064516129032258064,0.0,0.0032258064516129032
wL7w4dmBmxSYXUEO9tYBUp6XaA22,XGBoost,0.14,0.99375,0.0,0.2,0.1
zADTuV7nEORpOPqPqjLYGgZyVUD3,RandomForest,0.23,1.0,0.0,0.0,0.0
zADTuV7nEORpOPqPqjLYGgZyVUD3,SVM,0.08,0.94375,0.05806451612903226,0.0,0.02903225806451613
zADTuV7nEORpOPqPqjLYGgZyVUD3,XGBoost,0.11,0.98125,0.012903225806451613,0.2,0.10645161290322581
zisvLwXR2sXkiDyF9hQBgzCT5K03,RandomForest,0.16,1.0,0.0,0.0,0.0
zisvLwXR2sXkiDyF9hQBgzCT5K03,SVM,0.085,0.975,0.025806451612903226,0.0,0.012903225806451613
zisvLwXR2sXkiDyF9hQBgzCT5K03,XGBoost,0.20500000000000002,1.0,0.0,0.0,0.0
zwWo0D9MehY88RXRA0BYoGdJKCz2,RandomForest,0.13,0.99375,0.0064516129032258064,0.0,0.0032258064516129032
zwWo0D9MehY88RXRA0BYoGdJKCz2,SVM,0.01,0.91875,0.08387096774193549,0.0,0.041935483870967745
zwWo0D9MehY88RXRA0BYoGdJKCz2,XGBoost,0.015,0.975,0.025806451612903226,0.0,0.012903225806451613
