model,avg_accuracy,std_accuracy,avg_far,std_far,avg_frr,std_frr,avg_eer,std_eer
RandomForest,0.9832874196510559,0.02806223827924784,0.01647727272727273,0.028419387338655726,0.024242424242424242,0.0662867965279617,0.020359848484848484,0.038789052367518284
SVM,0.9676767676767676,0.037808014691339195,0.032575757575757584,0.03908616707275598,0.024242424242424242,0.0830297500534561,0.028409090909090908,0.044622737958329356
XGBoost,0.9750229568411386,0.031989351123491966,0.023484848484848487,0.0336946269938929,0.07272727272727274,0.13055824196677338,0.04810606060606061,0.06352643182366072
