train_size,avg_accuracy,std_accuracy,avg_far,std_far,avg_frr,std_frr,avg_eer,std_eer,n_users
3,0.94873046875,0.07959371430237952,0.04813508064516129,0.08331895240005319,0.1484375,0.16898173720541687,0.09828629032258066,0.0846121857531627,32
5,0.97939453125,0.0265385847630351,0.020866935483870967,0.027432932611772504,0.0125,0.03360107525161236,0.016683467741935486,0.021095859984424137,32
8,0.9910714285714286,0.011784143171358747,0.008496543778801845,0.012448691897861876,0.02232142857142857,0.052700290375496214,0.015408986175115207,0.025620744856712774,32
10,0.9919921875,0.012919802938269203,0.007862903225806451,0.013184690283424423,0.0125,0.04918693768379647,0.010181451612903226,0.025690548453002164,32
12,0.9964192708333334,0.007298563846277561,0.003360215053763441,0.00744842916111426,0.010416666666666666,0.05892556509887895,0.006888440860215053,0.029391489541456182,32
