train_size,avg_accuracy,std_accuracy,avg_far,std_far,avg_frr,std_frr,avg_eer,std_eer,n_users
3,0.964250493096647,0.030537216971941693,0.02923076923076923,0.03424496968487414,0.19871794871794873,0.19871381302561605,0.06487179487179487,0.055930359628784156,26
5,0.9579881656804733,0.05045266194117399,0.04153846153846154,0.053738054128694146,0.05384615384615386,0.10288155998338762,0.02153846153846154,0.033333743587218974,26
8,0.9822485207100592,0.026886393142889424,0.016263736263736263,0.027745422635761897,0.05494505494505494,0.10749027921439545,0.01054945054945055,0.028316222863175956,26
10,0.979585798816568,0.034051287992204984,0.019384615384615386,0.034329086120171534,0.04615384615384616,0.08593378488473195,0.014769230769230772,0.04828938408578655,26
