feature_group,n_features,avg_accuracy,std_accuracy,avg_far,std_far,avg_frr,std_frr,avg_eer,std_eer
keystroke_only,80,0.9245562130177513,0.05640173864327698,0.07446153846153847,0.0585157966837884,0.1,0.14142135623730953,0.05615384615384616,0.07490564320940969
sensor_only,46,0.9440828402366864,0.03746763130409196,0.05630769230769231,0.038565029994303626,0.04615384615384616,0.08593378488473195,0.03769230769230769,0.060612057698625765
combined,154,0.9644970414201184,0.040998018314176814,0.03446153846153847,0.04231806306458817,0.06153846153846154,0.10982503567738307,0.02338461538461539,0.05464289664582354
