dataset,feature_group,rank,feature,mean_importance,std_importance
general,keystroke_only,1,dd_median,0.0461826961117179,0.0243763834674977
general,keystroke_only,2,dd_ls_median,0.0432296897936447,0.0311998388695404
general,keystroke_only,3,ft_median,0.042024042422924,0.0214037623402752
general,keystroke_only,4,dd_vc_median,0.040206104450388,0.0284542245239326
general,keystroke_only,5,dd_cv_median,0.0347603215140515,0.0209056154234931
general,keystroke_only,6,dd_min,0.0339382600351577,0.0257131963928558
general,keystroke_only,7,dd_cv_mean,0.0322522440875295,0.021210412092748
general,keystroke_only,8,uu_median,0.0308062220214364,0.0153905455193246
general,keystroke_only,9,ft_min,0.0295550618549041,0.020663911974174
general,keystroke_only,10,uu_min,0.0287991245011831,0.0204346190901885
general,keystroke_only,11,dd_sl_median,0.0260128985909522,0.0277712618652773
general,keystroke_only,12,wpm,0.0234088693106521,0.0146164327632529
general,keystroke_only,13,uu_mean,0.0230878856154405,0.0152420493461334
general,keystroke_only,14,pd_median,0.0229037187797828,0.0229869108545831
general,keystroke_only,15,dd_sl_mean,0.0223187739436992,0.0261322672722163
general,keystroke_only,16,dd_cc_median,0.0217623713227972,0.019197172639277
general,keystroke_only,17,dd_mean,0.0208552155592164,0.0165684381730028
general,keystroke_only,18,cps,0.0184825172745595,0.0106723104798966
general,keystroke_only,19,space_pd,0.0181289686825864,0.0144860130724843
general,keystroke_only,20,pd_mean,0.0177879128092065,0.0149657859288205
general,keystroke_only,21,consonant_pd,0.0174707402853948,0.0200438158761809
general,keystroke_only,22,vowel_pd,0.0172425987032898,0.0174112192689142
general,keystroke_only,23,dd_ls_mean,0.0171886083316441,0.0187159513990273
general,keystroke_only,24,ft_mean,0.0169381895091777,0.0100130672281706
general,keystroke_only,25,dd_iqr,0.0158601040120792,0.0229064474730834
general,keystroke_only,26,dd_vc_mean,0.0154054401516553,0.0153224904620382
general,keystroke_only,27,total_duration,0.015330550272282,0.0171898125892959
general,keystroke_only,28,space_ft,0.0146523858215847,0.0158064185812568
general,keystroke_only,29,special_pd,0.0132854607514113,0.0102969178515476
general,keystroke_only,30,long_pause_per_char,0.0117258667662988,0.0124463868404124
general,keystroke_only,31,dd_cc_mean,0.0116340063126348,0.0159695665979437
general,keystroke_only,32,pd_std,0.0112236761362861,0.0179968421180055
general,keystroke_only,33,micro_pause_per_char,0.0105944452165823,0.0114905411036815
general,keystroke_only,34,dd_cv_ratio,0.0105064868185396,0.0140395056627349
general,keystroke_only,35,dd_ls_std,0.0094622201207366,0.0139814351079936
general,keystroke_only,36,dd_cv_std,0.0085148428899377,0.0135224522306233
general,keystroke_only,37,dd_cc_std,0.0084497318337204,0.0100960866521224
general,keystroke_only,38,n_dd_valid,0.0079319934894132,0.0105921595662475
general,keystroke_only,39,dd_std,0.0073642960173697,0.0084347018631807
general,keystroke_only,40,uu_std,0.007270481772825,0.0085375885408822
general,keystroke_only,41,micro_pause_count,0.0069004989875481,0.0064616252660792
general,keystroke_only,42,ft_std,0.0067049196221668,0.007736908902249
general,keystroke_only,43,burst_count_per_char,0.006573309633924,0.0096964605009948
general,keystroke_only,44,uu_max,0.0065134640465868,0.008856627333827
general,keystroke_only,45,dd_sl_std,0.0062932697681579,0.0088471610074732
general,keystroke_only,46,typing_efficiency,0.0062773224864679,0.0100575649225045
general,keystroke_only,47,n_uu_valid,0.006132944955499,0.0079158172993245
general,keystroke_only,48,pd_min,0.0060655607915647,0.009570585618688
general,keystroke_only,49,ft_skew,0.0060316106842525,0.0075146894731353
general,keystroke_only,50,dd_skew,0.005788000817863,0.0071715520815139
general,keystroke_only,51,mean_corr_time,0.0057107815685799,0.0049195463539351
general,keystroke_only,52,dd_kurt,0.0053922887265923,0.0080819072856271
