rank,feature,mean_importance,std_importance
1,dd_median,0.04884631128750417,0.026001866525378305
2,dd_vc_median,0.04028270919786029,0.025201802211879124
3,ft_median,0.03983164121985462,0.023714762120153852
4,dd_ls_median,0.038850525083338194,0.028757095808929697
5,dd_cv_median,0.03682750052523989,0.023296555801991733
6,dd_min,0.03359119513621366,0.026158825990082128
7,dd_cv_mean,0.03268582597398399,0.026057033530532202
8,uu_median,0.031360445842204744,0.016451626318138953
9,ft_min,0.0292200922836212,0.02446717896494725
10,uu_min,0.026748479623507324,0.02113988860535125
11,wpm,0.024258462706698295,0.01483599034651602
12,dd_sl_mean,0.023680426346519887,0.031033004522469425
13,uu_mean,0.023351202304205062,0.01642374610993518
14,dd_sl_median,0.022836574790950893,0.02483889548448786
15,dd_cc_median,0.02150833586937307,0.018879989423115102
16,dd_mean,0.020852113190781715,0.014976598264566798
17,pd_median,0.018800943070023425,0.016621456482392258
18,dd_ls_mean,0.01864463684046258,0.01779782293469586
19,cps,0.0180357388515564,0.010164476696358855
20,total_duration,0.017703356488426265,0.018305729883759798
21,ft_mean,0.016995747684402228,0.010640557112253085
22,space_pd,0.01678503288135464,0.015766744373044275
23,pd_mean,0.01630910569431531,0.013716222540644737
24,dd_vc_mean,0.01588609682040823,0.015391476733590011
25,space_ft,0.015226854012879406,0.0151052283167572
26,dd_iqr,0.014797417128066195,0.024350671989321348
27,consonant_pd,0.014034077610592057,0.016621576305539593
28,dd_cc_mean,0.013932939537734492,0.021265653450694016
29,special_pd,0.013765009572214727,0.012318714833649116
30,long_pause_per_char,0.012806245041185885,0.011490945957437642
31,vowel_pd,0.012454676212418232,0.014118538877983174
32,micro_pause_per_char,0.011829932060658077,0.014119485467212124
33,dd_ls_std,0.011073278508771676,0.01533600423737195
34,dd_cv_ratio,0.01077703966753282,0.01402930947032552
35,pd_std,0.010609335310415028,0.01611326568246687
36,uu_max,0.008894226354665745,0.012869989828148727
37,dd_cv_std,0.008520783824292418,0.017466421355342595
38,ft_skew,0.007644627186149552,0.008093418559014139
39,uu_std,0.007421193847841441,0.0082393358487675
40,dd_std,0.007358383357562918,0.009550105886464195
41,micro_pause_count,0.007349373025447359,0.00904354849428053
42,burst_count_per_char,0.006954064173459446,0.008836593757731048
43,n_dd_valid,0.006650269438708286,0.010633974887253542
44,ft_std,0.006600036247628818,0.008341153399187078
45,pd_min,0.006570875213824813,0.01356037319980792
46,pd_skew,0.006510730703256241,0.01073216593863589
47,n_ft_valid,0.006490192404003733,0.01067829428461033
48,n_uu_valid,0.006456048741846276,0.009628158080755459
49,dd_kurt,0.006386843709368386,0.008396361271329202
50,ft_max,0.006328134052443795,0.008704471874488688
51,dd_vc_std,0.006166897221426355,0.007483846137413361
52,mean_burst_size,0.00606070557498738,0.0067858514936306406
53,typing_efficiency,0.005971078675836827,0.008582974825200335
54,dd_skew,0.005876741123489677,0.005747607244803847
55,ft_kurt,0.005848740720782583,0.006736654414580445
56,dd_cc_std,0.005767529933920012,0.007327503269267423
57,uu_kurt,0.005547651894984579,0.007066396847724411
58,mean_corr_time,0.005508018810024129,0.005471060290193982
59,error_rate,0.005402083679625048,0.007092406325494307
60,long_pause_count,0.005358430931730446,0.005591490160467488
61,dd_sl_std,0.00514646987209832,0.00651931582782083
62,backspace_per_char,0.0049867717095731755,0.005878451404377951
63,dd_max,0.004887952875339461,0.008666448015806716
64,uu_skew,0.004573462954807443,0.005159321204306726
65,pd_max,0.004429715687755123,0.006291011427447481
66,dd_trend_slope,0.004193721489906182,0.007211815512734865
67,n_inserts,0.003743863686187211,0.005575441093522295
68,dd_cc_count,0.003630264521454098,0.006166171991106923
69,max_burst_size,0.003496538805910934,0.006220784027201674
70,pd_kurt,0.0031404570141133023,0.0041458575271856755
71,backspace_count,0.0026139480349591285,0.0027217125496118784
72,capital_pd,0.0024258508044074823,0.0030404815626991683
73,uu_valid_ratio,0.002197372294977044,0.004087299028746907
74,burst_count,0.0021971814462173308,0.004147686283228522
75,dd_valid_ratio,0.002187188380527171,0.005815822875542543
76,dd_vc_count,0.00211069676087664,0.003757185043936218
77,dd_cv_count,0.001916484287061752,0.003470404336879859
78,ft_valid_ratio,0.0016348750866251574,0.0037478708940599913
79,dd_ls_count,0.0010416595544070555,0.0010672718474247385
80,dd_sl_count,0.0006025595102150458,0.0008653146053671785
