rank,feature,mean_importance,std_importance
1,gyro_axis_corr_xz,0.020771361669718966,0.02605422772729477
2,gyro_to_acc_energy_ratio_per_char_mean,0.019907608705708825,0.028586644701404148
3,ft_median,0.019348979130305977,0.023134998531655557
4,acc_jerk_peak_per_char_mean,0.018967038266595182,0.022879619492356184
5,gyro_axis_corr_yz,0.018148495002327143,0.024762947296448564
6,dd_median,0.017672083638308057,0.020041857314514362
7,gyro_fs_hz,0.017571355337985647,0.02669991543504681
8,acc_planarity,0.016621106900080666,0.026023454763707314
9,uu_median,0.016505375214293596,0.02049464478674809
10,dd_mean,0.016050530687520218,0.021644092881153085
11,gyro_rise_time_ms_mean,0.01553428294108444,0.025832099284784145
12,gyro_mag_iqr,0.01401205924629395,0.016561801614557545
13,gyro_peak_per_char_mean,0.013987376373373253,0.02035122748036101
14,acc_mag_median,0.013985794798757438,0.019286538542103205
15,acc_axis_corr_yz,0.013615608973314524,0.01718625837828329
16,gyro_mag_p99,0.013592077605224795,0.022088104683798866
17,gyro_jerk_peak_per_char_mean,0.013298051897080509,0.017316070782529145
18,acc_auc_per_char_mean,0.012827838241397346,0.015359327482133147
19,gyro_axis_corr_xy,0.012761822415653637,0.018298525062986494
20,gyro_mag_median,0.01268561352138,0.016593582583814426
21,acc_mag_mean,0.012266231798805007,0.016662238241635995
22,gyro_auc_per_char_mean,0.012007564437095768,0.01817844082173095
23,acc_mag_p95,0.011878037841400171,0.016960664441659102
24,gyro_rms,0.0118395176737322,0.01833152485802335
25,acc_axis_corr_xz,0.011607103021625641,0.018450825505684828
26,gyro_jerk_std,0.011561893574944089,0.017323796560128172
27,dd_cc_median,0.011358514133553111,0.017721567537086844
28,gyro_peak_lag_mean_ms,0.011345636026053013,0.017187696952969587
29,acc_fs_hz,0.011192477084291967,0.016839186631502467
30,gyro_mag_mean,0.011111845884785771,0.015112823560947067
31,dd_vc_median,0.011078781284115314,0.012373463750037995
32,acc_jerk_std,0.011060991280206774,0.01660501980072047
33,acc_peak_per_char_mean,0.010807824649148421,0.013219806045988425
34,dd_cv_median,0.010769335643204897,0.011340083794335078
35,ft_min,0.010720846776848921,0.013919071903474493
36,wpm,0.010684130461003333,0.013792113415084035
37,gyro_mag_p95,0.01044269177811054,0.014575818455530892
38,dd_sl_median,0.0102183501697197,0.019320112969366338
39,ft_mean,0.010210931569308936,0.01189628585174893
40,fast_slow_acc_ratio,0.01003986209589128,0.014141526144808387
41,uu_min,0.009895598985752421,0.011929035986208125
42,gyro_energy,0.009735742422208416,0.014459962600550014
43,gyro_peak_to_rms_ratio_mean,0.009616429073837888,0.020882971947155486
44,fast_slow_gyro_ratio,0.009587510331454765,0.013444339330838734
45,acc_mag_mad,0.009347746333571385,0.01247463979823772
46,acc_peak_to_rms_ratio_mean,0.009333369197231225,0.012766363592742209
47,gyro_mag_mad,0.00909188950593014,0.012574834857017986
48,space_ft,0.008527074728237773,0.014265370217717687
49,dd_cv_mean,0.008481723685227828,0.010744344203062486
50,acc_peak_space_minus_letter,0.008455496312575243,0.0185007615834057
51,gyro_peak_space_minus_letter,0.008400036958458673,0.017330214098193655
52,acc_energy,0.008333461501343727,0.009515569190391992
53,acc_axis_corr_xy,0.008063286861203174,0.016268867766291318
54,gyro_cv,0.007958824874740932,0.01387381375192385
55,acc_rms,0.007922160415911825,0.01075334615889689
56,dd_ls_median,0.00789575424182045,0.009977995098757542
57,dd_vc_mean,0.007649049611433586,0.01088725796616219
58,gyro_planarity,0.007638792878355434,0.011005167767170636
59,consonant_pd,0.007613182578658373,0.014591263144112625
60,acc_mag_iqr,0.007294194895096908,0.009944717011046511
61,acc_rise_time_ms_mean,0.007253027737105961,0.01770617975397931
62,cps,0.007131199913500934,0.008527681822833035
63,acc_mag_p99,0.007024789925075544,0.009513512091390052
64,acc_cv,0.00693287585177567,0.017095751332913148
65,gyro_mag_std,0.006869239702398462,0.01089096006066829
66,gyro_energy_per_char,0.006799721771759131,0.0080785514977202
67,dd_sl_mean,0.006717904868430906,0.013380761864804103
68,pd_mean,0.006652417431273118,0.010440128716877708
69,gyro_n_samples,0.006514565448786139,0.009155897788318488
70,acc_duration_sec,0.00617929595807045,0.008532367296420743
71,acc_energy_per_char,0.0060760580375241935,0.010068064731030923
72,gyro_dt_mean,0.006024463685407962,0.011462367139455169
73,uu_mean,0.005891682621571934,0.006229621265167905
74,gyro_keystroke_xcorr_peak,0.005889063328277196,0.011600994642489659
75,dd_iqr,0.005660242614440978,0.01555936260911579
76,dd_cc_mean,0.005539932476365015,0.01223606347823493
77,dd_ls_mean,0.005427357248077876,0.011572538628488472
78,total_duration,0.005368006214525036,0.009047560729593215
79,micro_pause_per_char,0.00532459886402277,0.009251717025124192
80,pd_median,0.005323095173996831,0.008176125650908545
81,gyro_duration_sec,0.005096758129793857,0.009043291034815213
82,acc_keystroke_xcorr_peak,0.004998918117896023,0.01012645359139191
83,dd_min,0.004900389318794408,0.0063389546884150445
84,space_pd,0.004844644790908606,0.006278369373633635
85,dd_ls_std,0.00454912652879939,0.010741596048724147
86,acc_dt_mean,0.004434788252289207,0.007526232541607155
87,acc_n_samples,0.004413047569899734,0.008907323855378534
88,acc_peak_lag_mean_ms,0.0043905084228598925,0.008976322057733807
89,dd_cv_ratio,0.004297162767344587,0.008217508483041282
90,vowel_pd,0.004236015835199533,0.006781277221413721
91,corr_dd_gyro_energy,0.004201483329216776,0.007394260540006223
92,gyro_keystroke_xcorr_lag_ms,0.004086573496073821,0.014034103314712235
93,pd_min,0.00398747238821541,0.012502273650014311
94,acc_mag_std,0.0039802246446706095,0.005150200332665289
95,special_pd,0.003818428240718037,0.0062255903686639314
96,ft_std,0.0032640649304898784,0.0051195695167710244
97,n_dd_valid,0.0032638168184060154,0.0062083774770312515
98,pd_std,0.003235611386455172,0.007473513171958942
99,gyro_mag_spectral_entropy,0.0031340007984015264,0.0052154068942782805
