input,session_id,timestamp,x,y,z
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220492651308,0.01238369,0.018775271,-0.018642114
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220512663235,-0.023835273,-0.0259658,0.022903169
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220532677870,-0.036618438,-0.07709846,0.062317923
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220552654433,-0.012117374,-0.071772136,0.06977477
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220572706047,0.011318427,-0.029161593,0.034621067
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220592703651,-0.05472792,0.016644744,5.326318E-4
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220612726412,-0.16644745,0.0070573715,-0.007989477
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220632744433,-0.21864536,0.011318427,-0.0047936863
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220652744901,-0.18136114,6.6578976E-4,-0.0015978955
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220672786099,-0.17283903,0.0326237,-0.020772642
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220692782818,-0.24208117,0.14554164,-0.055793185
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220712779537,-0.29747486,0.2616554,-0.07496793
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220732792818,-0.23249379,0.37763596,-0.10053425
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220752789953,-0.16751271,0.478836,-0.1463406
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220772813755,-0.28256118,0.5203813,-0.119709
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220792856568,-0.48283073,0.47990128,-0.18788588
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220812835735,-0.6564687,0.48416233,-0.18682061
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220832846620,-0.69681555,0.5438171,-0.13675322
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220852858912,-0.73303455,0.52677286,-0.04833634
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220872871360,-0.8406262,0.28828698,0.08255793
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220892879797,-0.7607314,-0.0014647375,0.20825905
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220912892922,-0.34754226,-0.114382684,0.097471625
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220932916933,0.0912132,-0.11225215,0.016511586
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220952900683,0.30107012,-0.06964161,-5.326318E-4
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220972929589,0.3372891,-0.023835273,-0.015446323
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465220992946828,0.2435459,0.015579481,-0.025033696
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221012957505,0.05286371,0.050733183,-0.014381059
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221032968964,-0.06857634,0.07523424,0.018642114
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221052984797,-0.0014647375,0.09334373,0.060187396
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221072991620,0.13595428,0.1466069,0.047404233
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221093001880,0.19560903,0.092278466,0.06125266
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221113017193,0.06671213,0.124236375,0.077231616
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221133031776,0.002796317,0.07203846,0.05592634
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221153056099,-0.0259658,0.054994237,0.060187396
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221173051985,-0.071772136,0.09760478,0.056991603
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221193062245,0.008122635,0.08695214,0.08894952
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221213095214,0.20732693,0.099735305,0.053795815
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221233084953,0.3788344,0.123171106,-0.051532127
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221253098912,0.4044007,0.0560595,-0.11118689
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221273138703,0.043276336,-0.09520794,-5.326318E-4
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221293149120,-0.2793654,-0.00785632,-0.002663159
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221313134953,-0.26764748,0.008122635,0.046338968
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221333173912,-0.12596743,-0.053662658,0.039947387
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221353147193,0.0326237,-0.06431529,-0.0047936863
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221373199172,0.15086797,-0.07709846,-0.032357384
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221393178443,0.17536902,-0.12503532,-0.06538056
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221413198651,0.13062796,-0.21238694,-0.09733847
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221433207714,0.03581949,-0.31451908,-0.080294244
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221453218808,-0.013182637,-0.26658222,-0.03981423
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221473230266,0.005992108,-0.08775109,-0.013315796
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221493235891,0.07203846,0.027297381,-0.016511586
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221513248235,0.16578165,-0.12077426,-0.04833634
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221533262089,0.20519641,-0.21771325,-0.070706874
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221553294120,0.3021354,-0.2793654,-0.11012163
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221573305005,0.3585944,-0.26551697,-0.123970054
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221593311360,0.25632906,-0.123970054,-0.104795314
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221613325839,0.016644744,0.06564687,-0.06857634
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221633333599,-0.16857797,0.1466069,-0.020772642
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221653347141,-0.15899059,0.040080544,0.014381059
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221673349901,-0.09094688,-0.009986847,0.009054741
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221693366985,0.026232118,-0.012117374,-0.0015978955
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221713380995,0.14873743,0.039015282,-0.016511586
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221733396880,0.19241324,0.0912132,-0.037683703
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221753410891,0.08269109,0.08908267,-0.033422645
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221773420370,-0.11331742,0.0326237,-0.013315796
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221793432245,-0.17603482,-0.0845553,-0.002663159
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221813442662,-0.09733847,-0.11757848,0.021837905
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221833458755,0.028362645,-0.0611195,0.006924214
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221853471360,0.12743217,0.050733183,-0.03448791
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221873472558,0.06564687,0.07736477,-0.035553172
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221893487714,-0.105860576,0.028362645,-0.014381059
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221913489849,-0.0845553,0.045406863,0.020772642
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221933531151,0.04221107,0.092278466,0.036751594
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221953497089,0.12104058,0.11038794,0.04420844
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221973526985,0.12530163,0.1615206,0.033555806
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465221993565214,0.122105844,0.16897744,0.002663159
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465222013553026,0.1029311,0.08482162,-0.018642114
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465222033560214,-0.09946899,-0.06964161,-0.019707378
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465222053569068,-0.2410159,-0.2017343,0.0015978955
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465222073577401,-0.20799273,-0.17403744,0.013315796
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465222093590839,6.6578976E-4,-0.033422645,-0.009054741
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465222113639172,0.20200062,-0.08775109,-0.047271073
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465222133650422,0.18921745,-0.18042903,-0.104795314
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465222153635318,0.0560595,-0.24314642,-0.13888375
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465222173645110,-0.033422645,-0.31238857,-0.15273218
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465222193651568,-0.033422645,-0.43915492,-0.14421007
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465222213691933,0.043276336,-0.54674655,-0.13675322
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465222233675735,0.1881522,-0.3315633,-0.07603319
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465222253688755,0.46605283,-0.11331742,-0.115447946
sensor_gyroscope,e9b317b8-973b-44f0-8173-222fb0419161,1771465222273698651,0.5874929,-0.13888375,-0.123970054
