text_length,avg_accuracy,std_accuracy,avg_far,std_far,avg_frr,std_frr,avg_eer,std_eer,n_users
10,0.9464497041420117,0.03470796298522174,0.053230769230769234,0.03598700620202541,0.06153846153846154,0.10982503567738307,0.022461538461538463,0.056806500169773365,26
20,0.9579881656804733,0.03315595347439945,0.04123076923076923,0.03532286250269951,0.06153846153846154,0.10982503567738307,0.010461538461538463,0.012397518362094148,26
50,0.9745562130177515,0.02933336091914676,0.023692307692307693,0.030566346501692647,0.06923076923076923,0.14904826270501986,0.012153846153846154,0.03870678731973741,26
75,0.9792899408284025,0.02581401213636191,0.019384615384615386,0.02601396074891622,0.05384615384615385,0.09046886417224095,0.01646153846153846,0.05202248034781176,26
full,0.979585798816568,0.034051287992204984,0.019384615384615386,0.034329086120171534,0.04615384615384616,0.08593378488473195,0.014769230769230772,0.04828938408578655,26
