user_id,train_size,threshold,accuracy,far,frr,eer
05TW8Ljp5AOArnLclD8e8LIHgwg2,3,0.1,0.9294871794871795,0.07,0.08333333333333333,0.07999999999999999
2cLb1nw1ViSuzHnuJ8Xa0roN64q2,3,0.09,0.9230769230769231,0.08,0.0,0.0
9gLVJ3xY2FYHdz1RafqBZ9aUCFh1,3,0.125,0.9711538461538461,0.03,0.0,0.0033333333333333335
BnAXORhlmEgFSnmr5BPzEaj813f2,3,0.23500000000000001,0.9967948717948718,0.0033333333333333335,0.0,0.0016666666666666668
BqbYZxLSPiNGAJGElBH6dq0Gf422,3,0.095,0.9294871794871795,0.07333333333333333,0.0,0.0
DJldbpv8XEYPwLseK8tAlA0EFfV2,3,0.145,0.967948717948718,0.03333333333333333,0.0,0.005
LAEk3gnIrrPeEc5m2xw2XMg7Ao63,3,0.265,0.9967948717948718,0.0033333333333333335,0.0,0.0
LaWWukYn6xeN1jsWRIBI8QB2PvV2,3,0.155,0.9903846153846154,0.0033333333333333335,0.16666666666666666,0.065
Omo5XrILUTX0J0Jih47KSik6Yi43,3,0.165,0.967948717948718,0.03,0.08333333333333333,0.08333333333333333
PoPWokLWSNV1fAVoEx4sJEERdqL2,3,0.085,0.9230769230769231,0.07,0.25,0.18333333333333335
PzRGdxGusYScYl0zOpFXECA49Tq1,3,0.38,0.9871794871794872,0.01,0.08333333333333333,0.08166666666666667
QcUKYLclszMKbeOKMPTEIZyiKKU2,3,0.095,0.9807692307692307,0.02,0.0,0.0
So7yhmPlhAcD7aHz0kZYyZYj0Yg1,3,0.215,0.9935897435897436,0.0033333333333333335,0.08333333333333333,0.08499999999999999
WLA5tSeimOdSy4qCfthdd7C5WeB2,3,0.20500000000000002,1.0,0.0,0.0,0.0
WiOvfjiIXHdwNpm5Z4XQkAvGRI23,3,0.155,0.9583333333333334,0.04,0.08333333333333333,0.06166666666666666
ZPw87WT2yagXd9QO1D3a7uqutlJ3,3,0.09,0.9006410256410257,0.10333333333333333,0.0,0.018333333333333333
ej3PfaQvUVVIs8EqkGNlOzZx9Is2,3,0.195,0.9839743589743589,0.016666666666666666,0.0,0.0016666666666666668
i6SCvQJiqYUDYS1leBqlxRY29jr2,3,0.19,0.9871794871794872,0.0,0.3333333333333333,0.005
pBcgsSbey6YdBbQGH0nEAMUjA9H2,3,0.28500000000000003,0.9967948717948718,0.0,0.08333333333333333,0.015
qHMPVSZeEOVJeANy4PmaCi0s1LX2,3,0.13,0.9903846153846154,0.01,0.0,0.0016666666666666668
ruaVJyjTBAXieStKhxpnd1GTACE2,3,0.28,1.0,0.0,0.0,0.0
t10BGl5P7lfLJnosyzeNchO2Cgw1,3,0.145,0.9775641025641025,0.02,0.08333333333333333,0.013333333333333334
wL7w4dmBmxSYXUEO9tYBUp6XaA22,3,0.34,0.9807692307692307,0.0,0.5,0.06833333333333333
zADTuV7nEORpOPqPqjLYGgZyVUD3,3,0.135,0.9519230769230769,0.04666666666666667,0.08333333333333333,0.08166666666666667
zisvLwXR2sXkiDyF9hQBgzCT5K03,3,0.13,0.9839743589743589,0.016666666666666666,0.0,0.0
zwWo0D9MehY88RXRA0BYoGdJKCz2,3,0.265,0.9967948717948718,0.0033333333333333335,0.0,0.0
05TW8Ljp5AOArnLclD8e8LIHgwg2,5,0.11,0.9692307692307692,0.032,0.0,0.004
2cLb1nw1ViSuzHnuJ8Xa0roN64q2,5,0.1,0.9884615384615385,0.012,0.0,0.0
9gLVJ3xY2FYHdz1RafqBZ9aUCFh1,5,0.165,0.9961538461538462,0.004,0.0,0.0
BnAXORhlmEgFSnmr5BPzEaj813f2,5,0.28500000000000003,0.9923076923076923,0.0,0.2,0.0
BqbYZxLSPiNGAJGElBH6dq0Gf422,5,0.17500000000000002,0.9961538461538462,0.004,0.0,0.002
DJldbpv8XEYPwLseK8tAlA0EFfV2,5,0.25,0.9961538461538462,0.004,0.0,0.0
LAEk3gnIrrPeEc5m2xw2XMg7Ao63,5,0.195,0.9961538461538462,0.004,0.0,0.0
LaWWukYn6xeN1jsWRIBI8QB2PvV2,5,0.15,1.0,0.0,0.0,0.0
Omo5XrILUTX0J0Jih47KSik6Yi43,5,0.2,0.9961538461538462,0.0,0.1,0.0
PoPWokLWSNV1fAVoEx4sJEERdqL2,5,0.05,0.9115384615384615,0.092,0.0,0.0
PzRGdxGusYScYl0zOpFXECA49Tq1,5,0.06,0.9461538461538461,0.056,0.0,0.0
QcUKYLclszMKbeOKMPTEIZyiKKU2,5,0.23,1.0,0.0,0.0,0.0
So7yhmPlhAcD7aHz0kZYyZYj0Yg1,5,0.20500000000000002,0.9961538461538462,0.0,0.1,0.012
WLA5tSeimOdSy4qCfthdd7C5WeB2,5,0.16,1.0,0.0,0.0,0.0
WiOvfjiIXHdwNpm5Z4XQkAvGRI23,5,0.195,1.0,0.0,0.0,0.0
ZPw87WT2yagXd9QO1D3a7uqutlJ3,5,0.08,0.9576923076923077,0.044,0.0,0.0
ej3PfaQvUVVIs8EqkGNlOzZx9Is2,5,0.1,0.9692307692307692,0.032,0.0,0.0
i6SCvQJiqYUDYS1leBqlxRY29jr2,5,0.17500000000000002,0.9961538461538462,0.0,0.1,0.004
pBcgsSbey6YdBbQGH0nEAMUjA9H2,5,0.245,0.9961538461538462,0.0,0.1,0.002
qHMPVSZeEOVJeANy4PmaCi0s1LX2,5,0.37,1.0,0.0,0.0,0.0
ruaVJyjTBAXieStKhxpnd1GTACE2,5,0.17500000000000002,1.0,0.0,0.0,0.0
t10BGl5P7lfLJnosyzeNchO2Cgw1,5,0.14,1.0,0.0,0.0,0.0
wL7w4dmBmxSYXUEO9tYBUp6XaA22,5,0.055,0.9076923076923077,0.096,0.0,0.0
zADTuV7nEORpOPqPqjLYGgZyVUD3,5,0.135,0.9576923076923077,0.04,0.1,0.10200000000000001
zisvLwXR2sXkiDyF9hQBgzCT5K03,5,0.155,0.9923076923076923,0.008,0.0,0.0
zwWo0D9MehY88RXRA0BYoGdJKCz2,5,0.225,0.9961538461538462,0.004,0.0,0.0
05TW8Ljp5AOArnLclD8e8LIHgwg2,8,0.075,0.9010989010989011,0.10285714285714286,0.0,0.0
2cLb1nw1ViSuzHnuJ8Xa0roN64q2,8,0.095,0.989010989010989,0.011428571428571429,0.0,0.0
9gLVJ3xY2FYHdz1RafqBZ9aUCFh1,8,0.14,0.989010989010989,0.011428571428571429,0.0,0.0
BnAXORhlmEgFSnmr5BPzEaj813f2,8,0.20500000000000002,1.0,0.0,0.0,0.0
BqbYZxLSPiNGAJGElBH6dq0Gf422,8,0.215,1.0,0.0,0.0,0.0
DJldbpv8XEYPwLseK8tAlA0EFfV2,8,0.20500000000000002,0.9945054945054945,0.005714285714285714,0.0,0.0
LAEk3gnIrrPeEc5m2xw2XMg7Ao63,8,0.17,1.0,0.0,0.0,0.0
LaWWukYn6xeN1jsWRIBI8QB2PvV2,8,0.17,1.0,0.0,0.0,0.0
Omo5XrILUTX0J0Jih47KSik6Yi43,8,0.155,0.9945054945054945,0.005714285714285714,0.0,0.0
PoPWokLWSNV1fAVoEx4sJEERdqL2,8,0.095,0.978021978021978,0.022857142857142857,0.0,0.0
PzRGdxGusYScYl0zOpFXECA49Tq1,8,0.065,0.9505494505494505,0.05142857142857143,0.0,0.0
QcUKYLclszMKbeOKMPTEIZyiKKU2,8,0.19,1.0,0.0,0.0,0.0
So7yhmPlhAcD7aHz0kZYyZYj0Yg1,8,0.20500000000000002,0.989010989010989,0.005714285714285714,0.14285714285714285,0.008571428571428572
WLA5tSeimOdSy4qCfthdd7C5WeB2,8,0.115,1.0,0.0,0.0,0.0
WiOvfjiIXHdwNpm5Z4XQkAvGRI23,8,0.125,0.9945054945054945,0.005714285714285714,0.0,0.0
ZPw87WT2yagXd9QO1D3a7uqutlJ3,8,0.13,0.989010989010989,0.011428571428571429,0.0,0.0
ej3PfaQvUVVIs8EqkGNlOzZx9Is2,8,0.17500000000000002,1.0,0.0,0.0,0.0
i6SCvQJiqYUDYS1leBqlxRY29jr2,8,0.155,1.0,0.0,0.0,0.0
pBcgsSbey6YdBbQGH0nEAMUjA9H2,8,0.215,0.9945054945054945,0.0,0.14285714285714285,0.002857142857142857
qHMPVSZeEOVJeANy4PmaCi0s1LX2,8,0.2,1.0,0.0,0.0,0.0
ruaVJyjTBAXieStKhxpnd1GTACE2,8,0.23500000000000001,1.0,0.0,0.0,0.0
t10BGl5P7lfLJnosyzeNchO2Cgw1,8,0.11,1.0,0.0,0.0,0.0
wL7w4dmBmxSYXUEO9tYBUp6XaA22,8,0.055,0.9505494505494505,0.05142857142857143,0.0,0.0
zADTuV7nEORpOPqPqjLYGgZyVUD3,8,0.225,0.9945054945054945,0.0,0.14285714285714285,0.014285714285714285
zisvLwXR2sXkiDyF9hQBgzCT5K03,8,0.255,1.0,0.0,0.0,0.0
zwWo0D9MehY88RXRA0BYoGdJKCz2,8,0.17500000000000002,0.9945054945054945,0.005714285714285714,0.0,0.0
05TW8Ljp5AOArnLclD8e8LIHgwg2,10,0.095,0.9538461538461539,0.048,0.0,0.0
2cLb1nw1ViSuzHnuJ8Xa0roN64q2,10,0.105,1.0,0.0,0.0,0.0
9gLVJ3xY2FYHdz1RafqBZ9aUCFh1,10,0.13,1.0,0.0,0.0,0.0
BnAXORhlmEgFSnmr5BPzEaj813f2,10,0.26,1.0,0.0,0.0,0.0
BqbYZxLSPiNGAJGElBH6dq0Gf422,10,0.14,1.0,0.0,0.0,0.0
DJldbpv8XEYPwLseK8tAlA0EFfV2,10,0.19,0.9923076923076923,0.008,0.0,0.0
LAEk3gnIrrPeEc5m2xw2XMg7Ao63,10,0.225,1.0,0.0,0.0,0.0
LaWWukYn6xeN1jsWRIBI8QB2PvV2,10,0.11,1.0,0.0,0.0,0.0
Omo5XrILUTX0J0Jih47KSik6Yi43,10,0.13,1.0,0.0,0.0,0.0
PoPWokLWSNV1fAVoEx4sJEERdqL2,10,0.19,1.0,0.0,0.0,0.0
PzRGdxGusYScYl0zOpFXECA49Tq1,10,0.035,0.9384615384615385,0.064,0.0,0.0
QcUKYLclszMKbeOKMPTEIZyiKKU2,10,0.17500000000000002,1.0,0.0,0.0,0.0
So7yhmPlhAcD7aHz0kZYyZYj0Yg1,10,0.17500000000000002,0.9923076923076923,0.0,0.2,0.016
WLA5tSeimOdSy4qCfthdd7C5WeB2,10,0.145,1.0,0.0,0.0,0.0
WiOvfjiIXHdwNpm5Z4XQkAvGRI23,10,0.135,1.0,0.0,0.0,0.0
ZPw87WT2yagXd9QO1D3a7uqutlJ3,10,0.115,1.0,0.0,0.0,0.0
ej3PfaQvUVVIs8EqkGNlOzZx9Is2,10,0.255,1.0,0.0,0.0,0.0
i6SCvQJiqYUDYS1leBqlxRY29jr2,10,0.15,1.0,0.0,0.0,0.0
