user_id,text_type,threshold,accuracy,far,frr,eer
05TW8Ljp5AOArnLclD8e8LIHgwg2,shared_text,0.02,0.9153846153846154,0.088,0.0,0.028
2cLb1nw1ViSuzHnuJ8Xa0roN64q2,shared_text,0.035,0.8461538461538461,0.16,0.0,0.008
9gLVJ3xY2FYHdz1RafqBZ9aUCFh1,shared_text,0.035,0.9769230769230769,0.024,0.0,0.0
BnAXORhlmEgFSnmr5BPzEaj813f2,shared_text,0.06,1.0,0.0,0.0,0.0
BqbYZxLSPiNGAJGElBH6dq0Gf422,shared_text,0.165,0.9923076923076923,0.0,0.2,0.0
DJldbpv8XEYPwLseK8tAlA0EFfV2,shared_text,0.28500000000000003,1.0,0.0,0.0,0.0
LAEk3gnIrrPeEc5m2xw2XMg7Ao63,shared_text,0.145,1.0,0.0,0.0,0.0
LaWWukYn6xeN1jsWRIBI8QB2PvV2,shared_text,0.16,1.0,0.0,0.0,0.0
Omo5XrILUTX0J0Jih47KSik6Yi43,shared_text,0.02,0.9153846153846154,0.088,0.0,0.0
PoPWokLWSNV1fAVoEx4sJEERdqL2,shared_text,0.145,0.9769230769230769,0.024,0.0,0.0
PzRGdxGusYScYl0zOpFXECA49Tq1,shared_text,0.02,0.9384615384615385,0.064,0.0,0.02
QcUKYLclszMKbeOKMPTEIZyiKKU2,shared_text,0.055,0.9538461538461539,0.048,0.0,0.0
So7yhmPlhAcD7aHz0kZYyZYj0Yg1,shared_text,0.085,1.0,0.0,0.0,0.0
WLA5tSeimOdSy4qCfthdd7C5WeB2,shared_text,0.48,1.0,0.0,0.0,0.0
WiOvfjiIXHdwNpm5Z4XQkAvGRI23,shared_text,0.305,0.9923076923076923,0.008,0.0,0.0
ZPw87WT2yagXd9QO1D3a7uqutlJ3,shared_text,0.13,0.9923076923076923,0.008,0.0,0.0
ej3PfaQvUVVIs8EqkGNlOzZx9Is2,shared_text,0.025,1.0,0.0,0.0,0.0
i6SCvQJiqYUDYS1leBqlxRY29jr2,shared_text,0.155,0.9846153846153847,0.016,0.0,0.0
pBcgsSbey6YdBbQGH0nEAMUjA9H2,shared_text,0.035,0.9769230769230769,0.024,0.0,0.0
qHMPVSZeEOVJeANy4PmaCi0s1LX2,shared_text,0.155,0.9615384615384616,0.024,0.4,0.036
ruaVJyjTBAXieStKhxpnd1GTACE2,shared_text,0.025,0.9769230769230769,0.024,0.0,0.0
t10BGl5P7lfLJnosyzeNchO2Cgw1,shared_text,0.04,0.9461538461538461,0.048,0.2,0.20800000000000002
wL7w4dmBmxSYXUEO9tYBUp6XaA22,shared_text,0.04,1.0,0.0,0.0,0.0
zADTuV7nEORpOPqPqjLYGgZyVUD3,shared_text,0.11,0.9692307692307692,0.032,0.0,0.0
