text_type,avg_accuracy,std_accuracy,avg_far,std_far,avg_frr,std_frr,avg_eer,std_eer,n_users
shared_text,0.972189349112426,0.036019516279745555,0.027692307692307697,0.03740242690603831,0.03076923076923077,0.09281909617845142,0.011846153846153848,0.04109665904444527,26
personal_text,0.987869822485207,0.020545585272561104,0.011692307692307693,0.021730658951387975,0.02307692307692308,0.06516251872168423,0.0010769230769230769,0.0054912517838691536,26
