feature_group,n_features,avg_accuracy,std_accuracy,avg_far,std_far,avg_frr,std_frr,avg_eer,std_eer
keystroke_only,80,0.9390266299357207,0.04704147482165308,0.06136363636363636,0.04877539766740643,0.048484848484848485,0.08703882797784893,0.054924242424242424,0.04716078444271145
sensor_only,46,0.9682277318640955,0.03655349122115754,0.030871212121212122,0.03700649864868127,0.06060606060606061,0.10588730430094637,0.04573863636363637,0.05890447911492925
combined,154,0.9842056932966023,0.030714606271745704,0.01534090909090909,0.031136156270046036,0.030303030303030304,0.07282190812544191,0.022821969696969698,0.04239305282744218
