dataset,feature_group,n_features,avg_accuracy,std_accuracy,avg_far,std_far,avg_frr,std_frr,avg_eer,std_eer
general,keystroke_only,80,0.9339843750000001,0.0501494113391303,0.06653225806451613,0.05162428334477554,0.05,0.08798826901281198,0.040322580645161296,0.06804599518198558
general,sensor_only,46,0.967578125,0.03391601567035274,0.031653225806451614,0.03477619453719077,0.05625000000000001,0.11622419935679933,0.02590725806451613,0.05504023920055586
general,combined,154,0.98125,0.02397074830274492,0.01834677419354839,0.024090136255979555,0.03125,0.0737804065256947,0.012399193548387097,0.04105870729657596
