dataset,feature_group,rank,feature,mean_importance,std_importance
personal,sensor_only,40,acc_mag_trend_slope,0.001938367304749584,0.006899466938977723
personal,sensor_only,41,acc_mag_std,0.0016962365875591789,0.0019039693440161608
personal,sensor_only,42,acc_mag_spectral_entropy,0.0015434480429155502,0.00408963407231302
personal,sensor_only,43,acc_dt_std,0.00039269110598764,0.0007690391893560506
personal,sensor_only,44,acc_cov,0.0003633359623918908,0.0008537469505690923
personal,sensor_only,45,gyro_dt_std,0.00028791105322467143,0.00048188252173032354
personal,sensor_only,46,gyro_cov,0.00014919656582257446,0.0003445515172406929
personal,combined,1,dd_cc_count,0.020460381838896327,0.03343633896845989
personal,combined,2,uu_median,0.019203396461067557,0.021700084463414208
personal,combined,3,ft_median,0.019095035169413042,0.021454864520055055
personal,combined,4,dd_vc_count,0.0182329750629353,0.02834543273300288
personal,combined,5,dd_median,0.017607769921439913,0.01768290055573656
personal,combined,6,gyro_peak_per_char_mean,0.017435188530707402,0.02177776984752458
personal,combined,7,dd_sl_count,0.015989244972863196,0.025455384499993714
personal,combined,8,gyro_jerk_std,0.015465020671350704,0.021798913324624702
personal,combined,9,dd_cv_count,0.01513280909931277,0.024177275359804625
personal,combined,10,gyro_mag_p95,0.015046089816257328,0.01693375205035673
personal,combined,11,gyro_fs_hz,0.014922032027097052,0.022411289849468222
personal,combined,12,gyro_to_acc_energy_ratio_per_char_mean,0.014479532096971236,0.021571801350295124
personal,combined,13,dd_mean,0.014258679672820946,0.022021782309111632
personal,combined,14,acc_planarity,0.014235756329468024,0.024001435393930272
personal,combined,15,gyro_axis_corr_yz,0.014110207856346521,0.025999125342634394
personal,combined,16,gyro_axis_corr_xy,0.013772066089447312,0.025797696833149756
personal,combined,17,gyro_auc_per_char_mean,0.01374971619708775,0.01853616795920315
personal,combined,18,gyro_axis_corr_xz,0.013381304790091577,0.021843052530441515
personal,combined,19,gyro_jerk_peak_per_char_mean,0.013160626430201196,0.02047088140974663
personal,combined,20,acc_mag_median,0.013024148098156649,0.017792081016620585
personal,combined,21,acc_peak_per_char_mean,0.01258717746932087,0.01669872421446696
personal,combined,22,dd_vc_median,0.012575075167890852,0.015603622190358152
personal,combined,23,gyro_mag_median,0.012540511091793102,0.020327974187166177
personal,combined,24,dd_cv_median,0.01242808338735213,0.012941664867375798
personal,combined,25,dd_cc_median,0.012382180870136207,0.01992846131195754
personal,combined,26,n_inserts,0.012268043920920636,0.02079648862665442
personal,combined,27,acc_axis_corr_xz,0.012115228533497686,0.023503788920030636
personal,combined,28,gyro_mag_iqr,0.011831134391757588,0.01345902186687282
personal,combined,29,ft_mean,0.011805022157152187,0.014312536738106656
personal,combined,30,dd_sl_median,0.011721270168523921,0.01741086224571342
personal,combined,31,acc_jerk_peak_per_char_mean,0.01152468049489239,0.019820010042758452
personal,combined,32,gyro_peak_to_rms_ratio_mean,0.011487875801902933,0.020923973932331363
personal,combined,33,gyro_rise_time_ms_mean,0.01109962143349433,0.02090131183531131
personal,combined,34,acc_peak_lag_mean_ms,0.011078698214971027,0.027015810663126895
personal,combined,35,acc_axis_corr_yz,0.011071055554476735,0.017329543294200563
personal,combined,36,gyro_n_samples,0.011003321725476063,0.018569728299288712
personal,combined,37,gyro_energy,0.01068604125807005,0.014164853807702653
personal,combined,38,acc_axis_corr_xy,0.010667894556643295,0.018292315991024603
personal,combined,39,gyro_mag_p99,0.01055178268121688,0.01587927004773489
personal,combined,40,fast_slow_acc_ratio,0.010490413897841569,0.017192203725891298
personal,combined,41,acc_auc_per_char_mean,0.01034389828964272,0.012881959702523295
personal,combined,42,gyro_mag_std,0.01007568723573547,0.012888887876001972
personal,combined,43,acc_jerk_std,0.009808314887926599,0.016208871749106273
personal,combined,44,acc_fs_hz,0.009371112676323304,0.01391424119220643
personal,combined,45,wpm,0.009314209582030936,0.011935651243013287
personal,combined,46,dd_ls_count,0.009289997703437688,0.01571996761994227
personal,combined,47,gyro_rms,0.009009443452881807,0.010710502335980863
personal,combined,48,pd_mean,0.008968270099639259,0.011933068664136372
personal,combined,49,acc_energy_per_char,0.00896651341572446,0.012866522836906721
personal,combined,50,acc_rise_time_ms_mean,0.008925275230311117,0.021242062787815635
personal,combined,51,gyro_keystroke_xcorr_peak,0.008810217796937279,0.020216456438446058
personal,combined,52,n_ft_valid,0.008749536515942444,0.017959759223112277
personal,combined,53,consonant_pd,0.008719512883169704,0.01942123216611333
personal,combined,54,n_dd_valid,0.00864762501990467,0.017585802605198826
personal,combined,55,acc_mag_mean,0.00859508095361822,0.010731133484161463
personal,combined,56,gyro_mag_mean,0.008471629568017672,0.011541667992562288
personal,combined,57,gyro_mag_mad,0.00845590000678195,0.010853522742638901
personal,combined,58,acc_n_samples,0.008437821723755163,0.013125175929316911
personal,combined,59,dd_ls_median,0.008229340325706613,0.009761562827897138
personal,combined,60,fast_slow_gyro_ratio,0.007905638064994856,0.015857226083426573
personal,combined,61,dd_cv_mean,0.007582836407624491,0.010020527924103855
personal,combined,62,uu_mean,0.007561354387104376,0.008709606072178026
personal,combined,63,acc_mag_mad,0.00754931494380304,0.011472695051407005
personal,combined,64,capital_pd,0.007448393884812087,0.023263666852474503
personal,combined,65,acc_peak_to_rms_ratio_mean,0.007426264949552867,0.010570322396957535
personal,combined,66,total_duration,0.007389768311977013,0.013886307175983572
personal,combined,67,dd_iqr,0.007298975054926502,0.014240343938169498
personal,combined,68,gyro_cv,0.007233786289704025,0.012753943300796803
personal,combined,69,cps,0.007058692020882759,0.010933948827441385
personal,combined,70,gyro_peak_lag_mean_ms,0.007045526466919571,0.013243829798524691
personal,combined,71,dd_cc_mean,0.0066216463883569925,0.017737491450896405
personal,combined,72,acc_mag_iqr,0.006555778078826717,0.00976424234945616
personal,combined,73,acc_duration_sec,0.0065272850807784714,0.007154221804588122
personal,combined,74,dd_vc_mean,0.006512270028162464,0.009116722865648153
personal,combined,75,n_uu_valid,0.00632734341490581,0.012130441224338165
personal,combined,76,acc_dt_mean,0.0062158458037309796,0.012232927639631873
personal,combined,77,uu_min,0.005945500169567023,0.006243499775758261
personal,combined,78,ft_min,0.005912802004477607,0.0077656077454124174
personal,combined,79,acc_mag_p95,0.005852246268677477,0.006587344024700333
personal,combined,80,vowel_pd,0.005811662626080292,0.011568057406246508
personal,combined,81,acc_energy,0.005273987374594753,0.007399105678688482
personal,combined,82,gyro_energy_per_char,0.004987290326389916,0.006731670917938555
personal,combined,83,gyro_duration_sec,0.004849547598215476,0.00703728339008944
personal,combined,84,acc_rms,0.004777237608586071,0.00678927732794201
personal,combined,85,gyro_dt_mean,0.004701289915978912,0.00952912439096626
personal,combined,86,dd_sl_mean,0.0046990338380652995,0.007142837627534292
personal,combined,87,gyro_peak_space_minus_letter,0.00467431575225425,0.007839694588399877
personal,combined,88,acc_peak_space_minus_letter,0.00455441757422291,0.011830976628757253
personal,combined,89,gyro_mag_spectral_entropy,0.004198941193965399,0.008047060794553123
personal,combined,90,pd_median,0.004189140067518339,0.0056087384553897175
personal,combined,91,gyro_mag_trend_slope,0.004072537342163749,0.015453454373763725
personal,combined,92,micro_pause_per_char,0.004026563790035335,0.008599932615722249
personal,combined,93,space_pd,0.003941015718456038,0.010071546757388779
personal,combined,94,acc_cv,0.003878772306987893,0.007338229363421749
personal,combined,95,dd_min,0.003870432945760529,0.005331511570302295
personal,combined,96,gyro_keystroke_xcorr_lag_ms,0.0036732197961918647,0.013130585475882911
personal,combined,97,acc_keystroke_xcorr_peak,0.0035497798751960258,0.006817926626238519
personal,combined,98,space_ft,0.0034463630634398437,0.005202821352412915
personal,combined,99,gyro_planarity,0.003403888489922045,0.0055601112139252165
personal,combined,100,special_pd,0.0032189967659926586,0.005775000031236511
personal,combined,101,acc_mag_p99,0.002802641190400663,0.0053343365260319475
personal,combined,102,micro_pause_count,0.0026961681451368974,0.007165691448948851
personal,combined,103,dd_ls_mean,0.0026143641506721615,0.004372457583871647
personal,combined,104,dd_cv_ratio,0.0026075264669200436,0.006831956598921103
personal,combined,105,corr_acc_gyro_peak_per_char,0.0025608755618325048,0.00727265054244566
personal,combined,106,dd_ls_std,0.0023445088824486124,0.00755504401165209
personal,combined,107,long_pause_per_char,0.002300038077004525,0.0050474709604978
personal,combined,108,acc_mag_trend_slope,0.001938367304749584,0.006899466938977723
personal,combined,109,gyro_post_pre_energy_ratio_mean,0.0018021592703253222,0.0028727666722647384
personal,combined,110,acc_mag_std,0.0016962365875591789,0.0019039693440161608
personal,combined,111,long_pause_count,0.001642257625231361,0.004989088744691214
personal,combined,112,acc_mag_spectral_entropy,0.0015434480429155502,0.00408963407231302
personal,combined,113,burst_count_per_char,0.0014522696129341433,0.003418838129440327
personal,combined,114,ft_std,0.0013893328873180299,0.0035147476731981955
personal,combined,115,dd_cc_std,0.001367903180387716,0.003716339825632922
personal,combined,116,uu_std,0.0012693970556384195,0.003398312869244163
personal,combined,117,max_burst_size,0.0012439090423367397,0.0026447203060311775
personal,combined,118,dd_trend_slope,0.0011717078371621312,0.0033735882963990813
personal,combined,119,dd_std,0.0011442436287270447,0.0026774466786112124
personal,combined,120,corr_dd_gyro_energy,0.0010998917321811085,0.002905770263535239
personal,combined,121,pd_std,0.0010447397901243956,0.0017481423610032124
personal,combined,122,acc_keystroke_xcorr_lag_ms,0.0010424106658517404,0.0026155512058457057
personal,combined,123,dd_cv_std,0.0009980595624851428,0.0019637529533401733
personal,combined,124,acc_post_pre_energy_ratio_mean,0.0008855991053960536,0.001376181419737367
personal,combined,125,backspace_per_char,0.0008846640626448182,0.0017662280180233774
personal,combined,126,mean_corr_time,0.0008730202903855875,0.0014270294793859728
personal,combined,127,typing_efficiency,0.0008689290181265173,0.0012462900291581379
personal,combined,128,pd_min,0.000857180412097673,0.0021668031625207106
personal,combined,129,backspace_count,0.0007418132088150141,0.0019151319979747545
personal,combined,130,dd_sl_std,0.0007112129507437355,0.0014311412324432033
personal,combined,131,dd_kurt,0.000689408743067046,0.001610034886284798
personal,combined,132,ft_max,0.0006314551827514972,0.002080140723925644
personal,combined,133,mean_burst_size,0.0006141405203104239,0.0013196748725682367
personal,combined,134,dd_vc_std,0.0005959755047852893,0.0010241299517066336
personal,combined,135,pd_skew,0.0005919478881929912,0.0013247041357105091
personal,combined,136,dd_max,0.0005483830987903941,0.0018918342682610115
personal,combined,137,dd_valid_ratio,0.0005341724991879286,0.0026033310957437428
personal,combined,138,uu_max,0.0005118150521783682,0.0015163423410101064
personal,combined,139,uu_kurt,0.0005081008278242808,0.001220097464911769
personal,combined,140,pd_max,0.0005051747653913457,0.00136001798615026
personal,combined,141,pd_kurt,0.00043805498262892474,0.0006859617418331983
personal,combined,142,corr_dd_acc_energy,0.00042826196546005564,0.0007917700136526921
personal,combined,143,ft_skew,0.0004263315689095446,0.0010388514137313661
personal,combined,144,error_rate,0.0004257129759891299,0.0009858534991698039
personal,combined,145,uu_skew,0.000423169355624321,0.0007951906654933838
personal,combined,146,uu_valid_ratio,0.00039798018115395147,0.0018669645402880674
personal,combined,147,acc_dt_std,0.00039269110598764,0.0007690391893560506
personal,combined,148,ft_valid_ratio,0.0003858213809360223,0.0015697695337745772
personal,combined,149,acc_cov,0.0003633359623918908,0.0008537469505690923
personal,combined,150,dd_skew,0.0003390209147171231,0.0007866087913951107
personal,combined,151,burst_count,0.0002998687882159459,0.0006397616906287044
personal,combined,152,gyro_dt_std,0.00028791105322467143,0.00048188252173032354
personal,combined,153,ft_kurt,0.0002810105013541837,0.0005218827570082271
personal,combined,154,gyro_cov,0.00014919656582257446,0.0003445515172406929
