dataset,feature_group,rank,feature,mean_importance,std_importance
general,keystroke_only,53,uu_max,0.0014164599901070145,0.003383397516777738
general,keystroke_only,54,mean_burst_size,0.001316372916916191,0.0026332665896713708
general,keystroke_only,55,burst_count,0.0012992753603302972,0.003626780944750753
general,keystroke_only,56,dd_cv_std,0.0012580187105049412,0.002870586002171422
general,keystroke_only,57,dd_skew,0.0011852920955922985,0.0035035285460329716
general,keystroke_only,58,n_inserts,0.0011499679960107593,0.0027603874510021367
general,keystroke_only,59,dd_vc_std,0.0011257904796512085,0.0024669251628886696
general,keystroke_only,60,dd_vc_count,0.0010952037434062583,0.0035211858904550686
general,keystroke_only,61,pd_skew,0.0010577531593944226,0.0025403694582034936
general,keystroke_only,62,uu_kurt,0.0010132189428048903,0.0017091865546330245
general,keystroke_only,63,mean_corr_time,0.0009476469626723831,0.001510392460776894
general,keystroke_only,64,ft_skew,0.0009233270581746241,0.0022568669191009036
general,keystroke_only,65,dd_kurt,0.0009043712231286306,0.0023584165424410134
general,keystroke_only,66,backspace_count,0.0007930087525953006,0.0017733624319824174
general,keystroke_only,67,uu_skew,0.0007702898210242472,0.00170551521502352
general,keystroke_only,68,dd_cc_count,0.0007636791912648663,0.0022582160915856526
general,keystroke_only,69,max_burst_size,0.0007123710950804862,0.0013194660741139479
general,keystroke_only,70,dd_trend_slope,0.0006318702463235556,0.0014827348943696323
general,keystroke_only,71,pd_kurt,0.0005422669321804319,0.0009164678293070331
general,keystroke_only,72,ft_kurt,0.0005190568445750668,0.0008636010161835171
general,keystroke_only,73,dd_cv_count,0.00048538248903839574,0.0015551484577987055
general,keystroke_only,74,dd_sl_std,0.00047766842636964477,0.0010768857794795676
general,keystroke_only,75,capital_pd,0.0003482616360443705,0.0007280018836811124
general,keystroke_only,76,uu_valid_ratio,0.00033672973654967517,0.0009383145640000358
general,keystroke_only,77,dd_ls_count,0.00029174362657241934,0.0009728933776885545
general,keystroke_only,78,dd_valid_ratio,0.00028813276205671897,0.0007555082850779404
general,keystroke_only,79,dd_sl_count,0.00021788691965664235,0.0006582960900282472
general,keystroke_only,80,ft_valid_ratio,0.0001816694490519037,0.0005766126677682536
general,sensor_only,1,acc_planarity,0.018342028390814773,0.031211596438902756
general,sensor_only,2,gyro_fs_hz,0.018215540451188506,0.02525298943189538
general,sensor_only,3,gyro_axis_corr_xz,0.017179808093059655,0.025946944480445957
general,sensor_only,4,gyro_jerk_std,0.015319677001913312,0.02054407437022047
general,sensor_only,5,acc_axis_corr_yz,0.01462621655438944,0.022430163345069743
general,sensor_only,6,acc_axis_corr_xz,0.014342379266832761,0.019581169130249765
general,sensor_only,7,gyro_axis_corr_xy,0.014197420907477816,0.02490063551949114
general,sensor_only,8,gyro_axis_corr_yz,0.014152502762801515,0.01955380005795214
general,sensor_only,9,acc_mag_median,0.014112199191371907,0.02134765844408925
general,sensor_only,10,gyro_mag_p95,0.013097900845147453,0.01973787971322957
general,sensor_only,11,acc_fs_hz,0.012178128253422444,0.01767286382144829
general,sensor_only,12,acc_axis_corr_xy,0.010930740449416904,0.0208403809865774
general,sensor_only,13,gyro_mag_std,0.010904316628853368,0.017626221009425888
general,sensor_only,14,acc_jerk_std,0.01083571751350244,0.019584118441793797
general,sensor_only,15,gyro_energy,0.01035100747001069,0.016726110792846104
general,sensor_only,16,gyro_mag_median,0.010312087924757324,0.012640215966955205
general,sensor_only,17,gyro_mag_p99,0.010124778738367892,0.018909400981282888
general,sensor_only,18,gyro_mag_iqr,0.00996650240366842,0.012186492103887668
general,sensor_only,19,acc_mag_mean,0.00984689219592425,0.014975782041358833
general,sensor_only,20,gyro_mag_mad,0.00974277005307633,0.012733943374137018
general,sensor_only,21,acc_mag_mad,0.00908035466501321,0.01179592880067135
general,sensor_only,22,acc_mag_p95,0.008766249662325169,0.0096069286499143
general,sensor_only,23,gyro_rms,0.008764888171342125,0.011696471090764556
general,sensor_only,24,acc_energy,0.008333826970905936,0.010186934214660161
general,sensor_only,25,gyro_n_samples,0.008124919474010076,0.014662021842467402
general,sensor_only,26,gyro_mag_mean,0.007796928963361851,0.01065163996334701
general,sensor_only,27,gyro_cv,0.007659644800865447,0.012418145942718596
general,sensor_only,28,acc_mag_iqr,0.007513204639414486,0.0118757275959782
general,sensor_only,29,acc_cv,0.006402790599428832,0.014012563631937588
general,sensor_only,30,gyro_planarity,0.006277959907456305,0.010673113670659986
general,sensor_only,31,acc_mag_p99,0.005940227380898269,0.009725466643021279
general,sensor_only,32,acc_rms,0.005523529494037027,0.007403308354816599
general,sensor_only,33,acc_duration_sec,0.0051246132061078765,0.007777082965800381
general,sensor_only,34,acc_dt_mean,0.005024663990386588,0.009993390468312796
general,sensor_only,35,acc_n_samples,0.004550813875706168,0.006604567776473097
general,sensor_only,36,gyro_mag_spectral_entropy,0.004135577142784511,0.009012677374252435
general,sensor_only,37,gyro_dt_mean,0.003506011144288866,0.006392980423178695
general,sensor_only,38,gyro_duration_sec,0.0034467418846466204,0.005235826064402268
general,sensor_only,39,acc_mag_std,0.003354983409247677,0.0046731938896969845
general,sensor_only,40,acc_mag_spectral_entropy,0.0031781618840906697,0.007605175175758228
general,sensor_only,41,gyro_mag_trend_slope,0.001018645072564716,0.0023175090060118166
general,sensor_only,42,acc_dt_std,0.0007106037067316523,0.0012110461247331907
general,sensor_only,43,gyro_dt_std,0.0005341136288476301,0.001116053179006602
general,sensor_only,44,acc_mag_trend_slope,0.0005203687386345966,0.0011584939672181895
general,sensor_only,45,acc_cov,0.0002069055707404259,0.0003986490072661472
general,sensor_only,46,gyro_cov,0.0002007449986155806,0.0005834165875306331
general,combined,1,gyro_to_acc_energy_ratio_per_char_mean,0.021089951825633214,0.02976603427296144
general,combined,2,dd_median,0.020434540730651696,0.019487955370244368
general,combined,3,ft_median,0.020273270507335128,0.023713125944503196
general,combined,4,gyro_jerk_peak_per_char_mean,0.01914220161264673,0.024708175562919394
general,combined,5,uu_median,0.01909410153907761,0.02222484979196945
general,combined,6,acc_peak_per_char_mean,0.018877636489493883,0.02375929033544296
general,combined,7,acc_planarity,0.018342028390814773,0.031211596438902756
general,combined,8,gyro_fs_hz,0.018215540451188506,0.02525298943189538
general,combined,9,acc_jerk_peak_per_char_mean,0.017233388285630175,0.02237444818692595
general,combined,10,gyro_axis_corr_xz,0.017179808093059655,0.025946944480445957
general,combined,11,gyro_peak_per_char_mean,0.016490594103573147,0.021990399894983685
general,combined,12,gyro_jerk_std,0.015319677001913312,0.02054407437022047
general,combined,13,dd_mean,0.01527195008395199,0.02128790844540817
general,combined,14,acc_axis_corr_yz,0.01462621655438944,0.022430163345069743
general,combined,15,acc_axis_corr_xz,0.014342379266832761,0.019581169130249765
general,combined,16,gyro_axis_corr_xy,0.014197420907477816,0.02490063551949114
general,combined,17,gyro_axis_corr_yz,0.014152502762801515,0.01955380005795214
general,combined,18,acc_mag_median,0.014112199191371907,0.02134765844408925
general,combined,19,gyro_auc_per_char_mean,0.01409358703616784,0.020241054192165958
general,combined,20,dd_vc_median,0.013554711822441992,0.016761418302938588
general,combined,21,acc_auc_per_char_mean,0.013321875388584111,0.01566336321991777
general,combined,22,gyro_mag_p95,0.013097900845147453,0.01973787971322957
general,combined,23,dd_cv_median,0.01218377595078,0.01253844181940723
general,combined,24,acc_fs_hz,0.012178128253422444,0.01767286382144829
general,combined,25,ft_mean,0.011623841590141636,0.01414219633330712
general,combined,26,gyro_rise_time_ms_mean,0.011618650584916424,0.021620262010471212
general,combined,27,uu_min,0.011078480014969912,0.010383844663879494
general,combined,28,dd_sl_median,0.010936031197741862,0.019857713243080156
general,combined,29,acc_axis_corr_xy,0.010930740449416904,0.0208403809865774
general,combined,30,gyro_mag_std,0.010904316628853368,0.017626221009425888
general,combined,31,acc_jerk_std,0.01083571751350244,0.019584118441793797
general,combined,32,dd_ls_median,0.010803474501870068,0.011866277565023436
general,combined,33,gyro_peak_to_rms_ratio_mean,0.010785127950815742,0.02324499509383948
general,combined,34,fast_slow_acc_ratio,0.010624573822284562,0.015017312362138976
general,combined,35,acc_peak_space_minus_letter,0.010613839126744002,0.026819471175693346
general,combined,36,ft_min,0.010523628043781383,0.012011643972066539
general,combined,37,gyro_energy,0.01035100747001069,0.016726110792846104
general,combined,38,gyro_mag_median,0.010312087924757324,0.012640215966955205
general,combined,39,gyro_mag_p99,0.010124778738367892,0.018909400981282888
general,combined,40,dd_cc_median,0.010068550610278202,0.014865085353025177
general,combined,41,acc_energy_per_char,0.009975694985557917,0.014085057483832781
general,combined,42,gyro_mag_iqr,0.00996650240366842,0.012186492103887668
general,combined,43,acc_mag_mean,0.00984689219592425,0.014975782041358833
general,combined,44,gyro_mag_mad,0.00974277005307633,0.012733943374137018
general,combined,45,acc_rise_time_ms_mean,0.00974275845175117,0.020201385367710892
general,combined,46,dd_cv_mean,0.009326318203092914,0.01229972375476278
general,combined,47,acc_peak_to_rms_ratio_mean,0.009242278828384012,0.012998201557089284
general,combined,48,acc_mag_mad,0.00908035466501321,0.01179592880067135
general,combined,49,acc_mag_p95,0.008766249662325169,0.0096069286499143
general,combined,50,gyro_rms,0.008764888171342125,0.011696471090764556
general,combined,51,wpm,0.008754499770180153,0.012490687554527652
general,combined,52,fast_slow_gyro_ratio,0.008397449639068251,0.015518885027703566
general,combined,53,dd_vc_mean,0.008357971061530332,0.010566077895911208
general,combined,54,acc_energy,0.008333826970905936,0.010186934214660161
general,combined,55,pd_mean,0.008131910726587912,0.010759494994359261
general,combined,56,gyro_n_samples,0.008124919474010076,0.014662021842467402
general,combined,57,acc_keystroke_xcorr_peak,0.007963843076208411,0.018023273222419374
general,combined,58,uu_mean,0.007962110601615887,0.007665263204488395
general,combined,59,consonant_pd,0.007807834248816191,0.01397943875143903
general,combined,60,gyro_mag_mean,0.007796928963361851,0.01065163996334701
general,combined,61,gyro_cv,0.007659644800865447,0.012418145942718596
general,combined,62,acc_mag_iqr,0.007513204639414486,0.0118757275959782
general,combined,63,acc_peak_lag_mean_ms,0.007273576570401902,0.020688920685120366
general,combined,64,dd_min,0.007226320186276368,0.007777158042667521
general,combined,65,dd_iqr,0.006879165973827382,0.016203063486510478
general,combined,66,gyro_peak_space_minus_letter,0.006806197838041039,0.01135824337697332
general,combined,67,cps,0.006749808179219548,0.007983175898521126
general,combined,68,pd_median,0.0066070356698236885,0.008791386298346544
general,combined,69,gyro_keystroke_xcorr_peak,0.006471817022640152,0.013103129162989351
general,combined,70,acc_cv,0.006402790599428832,0.014012563631937588
general,combined,71,gyro_peak_lag_mean_ms,0.006369716905860858,0.011908439008763337
general,combined,72,gyro_planarity,0.006277959907456305,0.010673113670659986
general,combined,73,acc_mag_p99,0.005940227380898269,0.009725466643021279
general,combined,74,dd_sl_mean,0.005870255009722239,0.01158010461450509
general,combined,75,space_ft,0.0058512884842617675,0.010831163630060914
general,combined,76,uu_std,0.005647428357192434,0.01460085068848777
general,combined,77,vowel_pd,0.005635473519157401,0.010406122886473685
general,combined,78,acc_rms,0.005523529494037027,0.007403308354816599
general,combined,79,acc_duration_sec,0.0051246132061078765,0.007777082965800381
general,combined,80,acc_dt_mean,0.005024663990386588,0.009993390468312796
general,combined,81,dd_ls_mean,0.0046790014553967935,0.010134869855419278
general,combined,82,gyro_energy_per_char,0.004576542671145465,0.005541975868006763
general,combined,83,acc_n_samples,0.004550813875706168,0.006604567776473097
general,combined,84,total_duration,0.00418798231688489,0.0068619750662307554
general,combined,85,gyro_mag_spectral_entropy,0.004135577142784511,0.009012677374252435
general,combined,86,space_pd,0.004120502003810036,0.0051549357478026985
general,combined,87,micro_pause_per_char,0.004035302552710573,0.007834239334841618
general,combined,88,dd_std,0.0038111306202412315,0.008404531183432713
general,combined,89,special_pd,0.00375775783143261,0.005546153663315918
general,combined,90,dd_cc_mean,0.0036368306695930192,0.00879780507051871
general,combined,91,dd_cv_ratio,0.003567271297900513,0.006961607403952463
general,combined,92,gyro_dt_mean,0.003506011144288866,0.006392980423178695
general,combined,93,gyro_duration_sec,0.0034467418846466204,0.005235826064402268
general,combined,94,ft_std,0.0034411125376282432,0.0067708978841729515
general,combined,95,acc_mag_std,0.003354983409247677,0.0046731938896969845
general,combined,96,corr_acc_gyro_peak_per_char,0.0032939162204266236,0.0064021525626931424
general,combined,97,acc_mag_spectral_entropy,0.0031781618840906697,0.007605175175758228
general,combined,98,pd_std,0.003068968572579408,0.007354482823433573
general,combined,99,ft_max,0.0029855260578653406,0.007327382076822644
general,combined,100,burst_count_per_char,0.00280115498440084,0.006520924420140313
general,combined,101,gyro_keystroke_xcorr_lag_ms,0.0027544996896532816,0.00625199725803268
general,combined,102,n_dd_valid,0.0027190639723244205,0.007046601063524885
general,combined,103,long_pause_per_char,0.0025292464529235083,0.005131132297890548
general,combined,104,n_uu_valid,0.0022862179462978713,0.006413435291967756
general,combined,105,micro_pause_count,0.0022723861046108117,0.004898288576617148
general,combined,106,error_rate,0.0022491707469157827,0.007006285239651372
general,combined,107,gyro_post_pre_energy_ratio_mean,0.00221329323524385,0.003241850933728381
general,combined,108,typing_efficiency,0.002128657592985493,0.005508501743706931
general,combined,109,dd_max,0.0020301471531370945,0.005530431563228154
general,combined,110,dd_ls_std,0.0018775765977499886,0.004941459467576062
general,combined,111,acc_keystroke_xcorr_lag_ms,0.0018569477129023223,0.004062172945980315
general,combined,112,pd_max,0.001834731907834685,0.0050898551135309285
general,combined,113,long_pause_count,0.0018009552365211114,0.0032157119575995166
general,combined,114,dd_cc_std,0.0015906886509016685,0.0030391062387143185
general,combined,115,backspace_per_char,0.0015852451118090521,0.004300753828101068
general,combined,116,n_ft_valid,0.0015623922655399406,0.003995715092948359
general,combined,117,corr_dd_gyro_energy,0.0015419381889924142,0.0029306234555134722
general,combined,118,pd_min,0.0014541753818296235,0.003773074679551277
general,combined,119,uu_max,0.0014164599901070145,0.003383397516777738
general,combined,120,corr_dd_acc_energy,0.0013849952291343664,0.002394607565702841
general,combined,121,mean_burst_size,0.001316372916916191,0.0026332665896713708
general,combined,122,burst_count,0.0012992753603302972,0.003626780944750753
general,combined,123,dd_cv_std,0.0012580187105049412,0.002870586002171422
general,combined,124,dd_skew,0.0011852920955922985,0.0035035285460329716
general,combined,125,n_inserts,0.0011499679960107593,0.0027603874510021367
general,combined,126,dd_vc_std,0.0011257904796512085,0.0024669251628886696
general,combined,127,dd_vc_count,0.0010952037434062583,0.0035211858904550686
general,combined,128,pd_skew,0.0010577531593944226,0.0025403694582034936
general,combined,129,acc_post_pre_energy_ratio_mean,0.0010473302564207648,0.0019402186576256406
general,combined,130,gyro_mag_trend_slope,0.001018645072564716,0.0023175090060118166
general,combined,131,uu_kurt,0.0010132189428048903,0.0017091865546330245
general,combined,132,mean_corr_time,0.0009476469626723831,0.001510392460776894
general,combined,133,ft_skew,0.0009233270581746241,0.0022568669191009036
general,combined,134,dd_kurt,0.0009043712231286306,0.0023584165424410134
general,combined,135,backspace_count,0.0007930087525953006,0.0017733624319824174
general,combined,136,uu_skew,0.0007702898210242472,0.00170551521502352
general,combined,137,dd_cc_count,0.0007636791912648663,0.0022582160915856526
general,combined,138,max_burst_size,0.0007123710950804862,0.0013194660741139479
general,combined,139,acc_dt_std,0.0007106037067316523,0.0012110461247331907
general,combined,140,dd_trend_slope,0.0006318702463235556,0.0014827348943696323
general,combined,141,pd_kurt,0.0005422669321804319,0.0009164678293070331
general,combined,142,gyro_dt_std,0.0005341136288476301,0.001116053179006602
general,combined,143,acc_mag_trend_slope,0.0005203687386345966,0.0011584939672181895
general,combined,144,ft_kurt,0.0005190568445750668,0.0008636010161835171
general,combined,145,dd_cv_count,0.00048538248903839574,0.0015551484577987055
general,combined,146,dd_sl_std,0.00047766842636964477,0.0010768857794795676
general,combined,147,capital_pd,0.0003482616360443705,0.0007280018836811124
general,combined,148,uu_valid_ratio,0.00033672973654967517,0.0009383145640000358
general,combined,149,dd_ls_count,0.00029174362657241934,0.0009728933776885545
general,combined,150,dd_valid_ratio,0.00028813276205671897,0.0007555082850779404
general,combined,151,dd_sl_count,0.00021788691965664235,0.0006582960900282472
general,combined,152,acc_cov,0.0002069055707404259,0.0003986490072661472
general,combined,153,gyro_cov,0.0002007449986155806,0.0005834165875306331
general,combined,154,ft_valid_ratio,0.0001816694490519037,0.0005766126677682536
