train_size,avg_accuracy,std_accuracy,avg_far,std_far,avg_frr,std_frr,avg_eer,std_eer,n_users
3,0.9322916666666667,0.08100104885045964,0.06476814516129033,0.08565859368039302,0.15885416666666669,0.19670149021926672,0.1118111559139785,0.09226562443759116,32
5,0.9580078125,0.049505731762277266,0.04163306451612904,0.05174514390186509,0.053125000000000006,0.11635422833577172,0.047379032258064516,0.05858930095531218,32
8,0.9718191964285714,0.04093843518548484,0.027649769585253454,0.04246218730454154,0.04464285714285714,0.092065036976991,0.0361463133640553,0.0486621666744382,32
10,0.983203125,0.022753804848434596,0.01653225806451613,0.023687032161046177,0.025,0.06720215050322471,0.020766129032258066,0.034059359138859574,32
12,0.986328125,0.024456099003108012,0.01310483870967742,0.02499211979385575,0.03125,0.09871486036009967,0.022177419354838707,0.05110948704977747,32
