user_id,feature_group,n_features,threshold,accuracy,far,frr,eer
05TW8Ljp5AOArnLclD8e8LIHgwg2,keystroke_only,80,0.07,0.925,0.07096774193548387,0.2,0.15483870967741936
05TW8Ljp5AOArnLclD8e8LIHgwg2,sensor_only,46,0.06,0.91875,0.08387096774193549,0.0,0.0
05TW8Ljp5AOArnLclD8e8LIHgwg2,combined,154,0.045,0.8875,0.11612903225806452,0.0,0.0
2cLb1nw1ViSuzHnuJ8Xa0roN64q2,keystroke_only,80,0.095,0.975,0.025806451612903226,0.0,0.0
2cLb1nw1ViSuzHnuJ8Xa0roN64q2,sensor_only,46,0.15,1.0,0.0,0.0,0.0
2cLb1nw1ViSuzHnuJ8Xa0roN64q2,combined,154,0.12,0.99375,0.0064516129032258064,0.0,0.0
30m2mK6UrdfP8ENgCSldqeHYwjq2,keystroke_only,80,0.15,0.975,0.012903225806451613,0.4,0.025806451612903226
30m2mK6UrdfP8ENgCSldqeHYwjq2,sensor_only,46,0.055,0.9375,0.06451612903225806,0.0,0.0
30m2mK6UrdfP8ENgCSldqeHYwjq2,combined,154,0.095,0.975,0.025806451612903226,0.0,0.0064516129032258064
8g1C9fonDzXAwNoVbGG4vJ7XO1F3,keystroke_only,80,0.12,0.99375,0.0064516129032258064,0.0,0.0
8g1C9fonDzXAwNoVbGG4vJ7XO1F3,sensor_only,46,0.135,0.99375,0.0064516129032258064,0.0,0.0
8g1C9fonDzXAwNoVbGG4vJ7XO1F3,combined,154,0.22,1.0,0.0,0.0,0.0
8gGAdMn0cGO8J5wVY9lyHNfcrzF3,keystroke_only,80,0.185,0.99375,0.0064516129032258064,0.0,0.0
8gGAdMn0cGO8J5wVY9lyHNfcrzF3,sensor_only,46,0.28500000000000003,1.0,0.0,0.0,0.0
8gGAdMn0cGO8J5wVY9lyHNfcrzF3,combined,154,0.19,1.0,0.0,0.0,0.0
9gLVJ3xY2FYHdz1RafqBZ9aUCFh1,keystroke_only,80,0.14,1.0,0.0,0.0,0.0
9gLVJ3xY2FYHdz1RafqBZ9aUCFh1,sensor_only,46,0.165,1.0,0.0,0.0,0.0
9gLVJ3xY2FYHdz1RafqBZ9aUCFh1,combined,154,0.16,1.0,0.0,0.0,0.0
A2SsgxEqJLY9Avf3vCgly0OIQux1,keystroke_only,80,0.15,0.99375,0.0064516129032258064,0.0,0.0
A2SsgxEqJLY9Avf3vCgly0OIQux1,sensor_only,46,0.045,0.91875,0.08387096774193549,0.0,0.0
A2SsgxEqJLY9Avf3vCgly0OIQux1,combined,154,0.19,1.0,0.0,0.0,0.0
BnAXORhlmEgFSnmr5BPzEaj813f2,keystroke_only,80,0.16,0.96875,0.03225806451612903,0.0,0.0
BnAXORhlmEgFSnmr5BPzEaj813f2,sensor_only,46,0.23500000000000001,0.975,0.0,0.8,0.0064516129032258064
BnAXORhlmEgFSnmr5BPzEaj813f2,combined,154,0.17,0.9875,0.012903225806451613,0.0,0.0
BqbYZxLSPiNGAJGElBH6dq0Gf422,keystroke_only,80,0.19,0.96875,0.025806451612903226,0.2,0.012903225806451613
BqbYZxLSPiNGAJGElBH6dq0Gf422,sensor_only,46,0.155,0.99375,0.0064516129032258064,0.0,0.0
BqbYZxLSPiNGAJGElBH6dq0Gf422,combined,154,0.20500000000000002,0.9875,0.012903225806451613,0.0,0.0
DJldbpv8XEYPwLseK8tAlA0EFfV2,keystroke_only,80,0.15,0.98125,0.01935483870967742,0.0,0.0
DJldbpv8XEYPwLseK8tAlA0EFfV2,sensor_only,46,0.105,0.99375,0.0064516129032258064,0.0,0.0
DJldbpv8XEYPwLseK8tAlA0EFfV2,combined,154,0.25,1.0,0.0,0.0,0.0
LAEk3gnIrrPeEc5m2xw2XMg7Ao63,keystroke_only,80,0.195,1.0,0.0,0.0,0.0
LAEk3gnIrrPeEc5m2xw2XMg7Ao63,sensor_only,46,0.1,0.975,0.025806451612903226,0.0,0.0
LAEk3gnIrrPeEc5m2xw2XMg7Ao63,combined,154,0.195,0.99375,0.0064516129032258064,0.0,0.0
LaWWukYn6xeN1jsWRIBI8QB2PvV2,keystroke_only,80,0.11,0.96875,0.03225806451612903,0.0,0.0032258064516129032
LaWWukYn6xeN1jsWRIBI8QB2PvV2,sensor_only,46,0.095,1.0,0.0,0.0,0.0
LaWWukYn6xeN1jsWRIBI8QB2PvV2,combined,154,0.26,1.0,0.0,0.0,0.0
Omo5XrILUTX0J0Jih47KSik6Yi43,keystroke_only,80,0.025,0.925,0.07741935483870968,0.0,0.0
Omo5XrILUTX0J0Jih47KSik6Yi43,sensor_only,46,0.12,0.98125,0.01935483870967742,0.0,0.0
Omo5XrILUTX0J0Jih47KSik6Yi43,combined,154,0.095,0.9875,0.012903225806451613,0.0,0.0
PoPWokLWSNV1fAVoEx4sJEERdqL2,keystroke_only,80,0.125,1.0,0.0,0.0,0.0
PoPWokLWSNV1fAVoEx4sJEERdqL2,sensor_only,46,0.06,0.95,0.05161290322580645,0.0,0.0
PoPWokLWSNV1fAVoEx4sJEERdqL2,combined,154,0.045,0.91875,0.08387096774193549,0.0,0.0
PzRGdxGusYScYl0zOpFXECA49Tq1,keystroke_only,80,0.15,0.99375,0.0064516129032258064,0.0,0.0
PzRGdxGusYScYl0zOpFXECA49Tq1,sensor_only,46,0.015,0.9375,0.06451612903225806,0.0,0.0
PzRGdxGusYScYl0zOpFXECA49Tq1,combined,154,0.075,0.99375,0.0064516129032258064,0.0,0.0
QcUKYLclszMKbeOKMPTEIZyiKKU2,keystroke_only,80,0.17500000000000002,1.0,0.0,0.0,0.0
QcUKYLclszMKbeOKMPTEIZyiKKU2,sensor_only,46,0.15,0.98125,0.01935483870967742,0.0,0.0
QcUKYLclszMKbeOKMPTEIZyiKKU2,combined,154,0.135,1.0,0.0,0.0,0.0
RKcUBPWd7Lgr4wrIof2rJxDyitr1,keystroke_only,80,0.17500000000000002,0.99375,0.0,0.2,0.0
RKcUBPWd7Lgr4wrIof2rJxDyitr1,sensor_only,46,0.05,0.975,0.025806451612903226,0.0,0.0032258064516129032
RKcUBPWd7Lgr4wrIof2rJxDyitr1,combined,154,0.115,1.0,0.0,0.0,0.0
So7yhmPlhAcD7aHz0kZYyZYj0Yg1,keystroke_only,80,0.125,1.0,0.0,0.0,0.0
So7yhmPlhAcD7aHz0kZYyZYj0Yg1,sensor_only,46,0.19,0.96875,0.025806451612903226,0.2,0.041935483870967745
So7yhmPlhAcD7aHz0kZYyZYj0Yg1,combined,154,0.195,0.98125,0.012903225806451613,0.2,0.03225806451612903
WLA5tSeimOdSy4qCfthdd7C5WeB2,keystroke_only,80,0.17500000000000002,1.0,0.0,0.0,0.0
