user_id,feature_group,n_features,threshold,accuracy,far,frr,eer
WLA5tSeimOdSy4qCfthdd7C5WeB2,sensor_only,46,0.145,0.9875,0.0064516129032258064,0.2,0.035483870967741936
WLA5tSeimOdSy4qCfthdd7C5WeB2,combined,154,0.155,0.99375,0.0064516129032258064,0.0,0.0
WiOvfjiIXHdwNpm5Z4XQkAvGRI23,keystroke_only,80,0.08,0.9875,0.012903225806451613,0.0,0.0
WiOvfjiIXHdwNpm5Z4XQkAvGRI23,sensor_only,46,0.095,1.0,0.0,0.0,0.0
WiOvfjiIXHdwNpm5Z4XQkAvGRI23,combined,154,0.155,1.0,0.0,0.0,0.0
ZPw87WT2yagXd9QO1D3a7uqutlJ3,keystroke_only,80,0.14,0.99375,0.0064516129032258064,0.0,0.0
ZPw87WT2yagXd9QO1D3a7uqutlJ3,sensor_only,46,0.035,0.9,0.1032258064516129,0.0,0.016129032258064516
ZPw87WT2yagXd9QO1D3a7uqutlJ3,combined,154,0.105,0.99375,0.0064516129032258064,0.0,0.0
ej3PfaQvUVVIs8EqkGNlOzZx9Is2,keystroke_only,80,0.115,0.99375,0.0064516129032258064,0.0,0.0
ej3PfaQvUVVIs8EqkGNlOzZx9Is2,sensor_only,46,0.13,0.99375,0.0064516129032258064,0.0,0.0
ej3PfaQvUVVIs8EqkGNlOzZx9Is2,combined,154,0.20500000000000002,1.0,0.0,0.0,0.0
i6SCvQJiqYUDYS1leBqlxRY29jr2,keystroke_only,80,0.14,0.9875,0.0064516129032258064,0.2,0.0032258064516129032
i6SCvQJiqYUDYS1leBqlxRY29jr2,sensor_only,46,0.1,0.98125,0.01935483870967742,0.0,0.0064516129032258064
i6SCvQJiqYUDYS1leBqlxRY29jr2,combined,154,0.17500000000000002,1.0,0.0,0.0,0.0
my57RUXuMdcCABGumWAajjhxjgi2,keystroke_only,80,0.165,0.99375,0.0064516129032258064,0.0,0.0
my57RUXuMdcCABGumWAajjhxjgi2,sensor_only,46,0.105,0.9875,0.012903225806451613,0.0,0.0064516129032258064
my57RUXuMdcCABGumWAajjhxjgi2,combined,154,0.25,1.0,0.0,0.0,0.0
pBcgsSbey6YdBbQGH0nEAMUjA9H2,keystroke_only,80,0.17500000000000002,0.9875,0.0064516129032258064,0.2,0.016129032258064516
pBcgsSbey6YdBbQGH0nEAMUjA9H2,sensor_only,46,0.195,1.0,0.0,0.0,0.0
pBcgsSbey6YdBbQGH0nEAMUjA9H2,combined,154,0.165,1.0,0.0,0.0,0.0
qHMPVSZeEOVJeANy4PmaCi0s1LX2,keystroke_only,80,0.275,1.0,0.0,0.0,0.0
qHMPVSZeEOVJeANy4PmaCi0s1LX2,sensor_only,46,0.105,0.99375,0.0064516129032258064,0.0,0.0
qHMPVSZeEOVJeANy4PmaCi0s1LX2,combined,154,0.19,1.0,0.0,0.0,0.0
ruaVJyjTBAXieStKhxpnd1GTACE2,keystroke_only,80,0.095,0.99375,0.0064516129032258064,0.0,0.0
ruaVJyjTBAXieStKhxpnd1GTACE2,sensor_only,46,0.135,1.0,0.0,0.0,0.0
ruaVJyjTBAXieStKhxpnd1GTACE2,combined,154,0.185,1.0,0.0,0.0,0.0
t10BGl5P7lfLJnosyzeNchO2Cgw1,keystroke_only,80,0.15,1.0,0.0,0.0,0.0
t10BGl5P7lfLJnosyzeNchO2Cgw1,sensor_only,46,0.085,0.98125,0.012903225806451613,0.2,0.0064516129032258064
t10BGl5P7lfLJnosyzeNchO2Cgw1,combined,154,0.095,1.0,0.0,0.0,0.0
wL7w4dmBmxSYXUEO9tYBUp6XaA22,keystroke_only,80,0.05,0.91875,0.08387096774193549,0.0,0.0064516129032258064
wL7w4dmBmxSYXUEO9tYBUp6XaA22,sensor_only,46,0.115,0.9875,0.012903225806451613,0.0,0.0
wL7w4dmBmxSYXUEO9tYBUp6XaA22,combined,154,0.045,0.975,0.025806451612903226,0.0,0.0
zADTuV7nEORpOPqPqjLYGgZyVUD3,keystroke_only,80,0.195,0.9875,0.0,0.4,0.012903225806451613
zADTuV7nEORpOPqPqjLYGgZyVUD3,sensor_only,46,0.165,0.99375,0.0064516129032258064,0.0,0.0032258064516129032
zADTuV7nEORpOPqPqjLYGgZyVUD3,combined,154,0.225,0.99375,0.0,0.2,0.0032258064516129032
zisvLwXR2sXkiDyF9hQBgzCT5K03,keystroke_only,80,0.065,0.95625,0.04516129032258064,0.0,0.0
zisvLwXR2sXkiDyF9hQBgzCT5K03,sensor_only,46,0.14,1.0,0.0,0.0,0.0
zisvLwXR2sXkiDyF9hQBgzCT5K03,combined,154,0.165,1.0,0.0,0.0,0.0
zwWo0D9MehY88RXRA0BYoGdJKCz2,keystroke_only,80,0.12,1.0,0.0,0.0,0.0
zwWo0D9MehY88RXRA0BYoGdJKCz2,sensor_only,46,0.105,0.99375,0.0064516129032258064,0.0,0.0
zwWo0D9MehY88RXRA0BYoGdJKCz2,combined,154,0.145,1.0,0.0,0.0,0.0
