feature_group,n_features,avg_accuracy,std_accuracy,avg_far,std_far,avg_frr,std_frr,avg_eer,std_eer
keystroke_only,80,0.9830078125,0.02274255322778312,0.015725806451612902,0.023229130297484163,0.05625000000000001,0.11622419935679933,0.03598790322580645,0.05909655934576907
sensor_only,46,0.978125,0.027358506962658014,0.02116935483870968,0.02858292002418917,0.043750000000000004,0.15013434843714202,0.03245967741935484,0.07420909894492714
combined,154,0.989453125,0.024098540771978504,0.010483870967741934,0.0248927746532044,0.0125,0.04918693768379647,0.011491935483870968,0.027087574623857608
