n_estimators,max_depth,learning_rate,scale_pos_weight_mode,undersampling,threshold,accuracy_mean,FAR_mean,FRR_mean,accuracy_std,FAR_std,FRR_std
100,10,0.05,none,False,0.1,0.9873015873015873,0.005,0.16666666666666666,0.014720029357929695,0.009279607271383371,0.22360679774997896
100,3,0.1,none,False,0.1,0.9873015873015873,0.006666666666666666,0.13333333333333333,0.013837774423938649,0.011055415967851333,0.22110831935702666
100,6,0.1,none,False,0.1,0.9873015873015873,0.006666666666666666,0.13333333333333333,0.013837774423938649,0.011055415967851333,0.22110831935702666
100,10,0.1,none,False,0.1,0.9873015873015873,0.006666666666666666,0.13333333333333333,0.013837774423938649,0.011055415967851333,0.22110831935702666
300,3,0.05,none,False,0.1,0.9873015873015873,0.006666666666666666,0.13333333333333333,0.013837774423938647,0.011055415967851333,0.22110831935702666
300,3,0.1,none,False,0.1,0.9873015873015873,0.006666666666666666,0.13333333333333333,0.013837774423938649,0.011055415967851333,0.22110831935702666
300,6,0.05,none,False,0.1,0.9873015873015873,0.006666666666666666,0.13333333333333333,0.013837774423938647,0.011055415967851333,0.22110831935702666
300,6,0.1,none,False,0.1,0.9873015873015873,0.006666666666666666,0.13333333333333333,0.013837774423938649,0.011055415967851333,0.22110831935702666
300,10,0.05,none,False,0.1,0.9873015873015873,0.006666666666666666,0.13333333333333333,0.013837774423938647,0.011055415967851333,0.22110831935702666
300,10,0.1,none,False,0.1,0.9873015873015873,0.006666666666666666,0.13333333333333333,0.013837774423938649,0.011055415967851333,0.22110831935702666
600,3,0.05,none,False,0.1,0.9873015873015873,0.006666666666666666,0.13333333333333333,0.013837774423938647,0.011055415967851333,0.22110831935702666
600,3,0.1,none,False,0.1,0.9873015873015873,0.006666666666666666,0.13333333333333333,0.013837774423938649,0.011055415967851333,0.22110831935702666
600,6,0.05,none,False,0.1,0.9873015873015873,0.006666666666666666,0.13333333333333333,0.013837774423938647,0.011055415967851333,0.22110831935702666
600,6,0.1,none,False,0.1,0.9873015873015873,0.006666666666666666,0.13333333333333333,0.013837774423938649,0.011055415967851333,0.22110831935702666
600,10,0.05,none,False,0.1,0.9873015873015873,0.006666666666666666,0.13333333333333333,0.013837774423938647,0.011055415967851333,0.22110831935702666
600,10,0.1,none,False,0.1,0.9873015873015873,0.006666666666666666,0.13333333333333333,0.013837774423938649,0.011055415967851333,0.22110831935702666
100,3,0.05,none,False,0.3,0.9865079365079366,0.0,0.2833333333333333,0.012573793268059415,0.0,0.2640496586292476
100,6,0.05,none,False,0.3,0.9865079365079366,0.0,0.2833333333333333,0.012573793268059415,0.0,0.2640496586292476
100,10,0.05,none,False,0.3,0.9865079365079366,0.0,0.2833333333333333,0.012573793268059415,0.0,0.2640496586292476
300,3,0.01,none,False,0.15,0.9865079365079366,0.003333333333333333,0.21666666666666665,0.012573793268059416,0.006666666666666667,0.24209731743889912
300,6,0.01,none,False,0.15,0.9865079365079366,0.003333333333333333,0.21666666666666665,0.012573793268059416,0.006666666666666667,0.24209731743889912
300,10,0.01,none,False,0.15,0.9865079365079366,0.003333333333333333,0.21666666666666665,0.012573793268059416,0.006666666666666667,0.24209731743889912
300,3,0.01,none,False,0.3,0.9857142857142858,0.0,0.29999999999999993,0.014108245106850142,0.0,0.29627314724385295
300,6,0.01,none,False,0.3,0.9857142857142858,0.0,0.29999999999999993,0.014108245106850142,0.0,0.29627314724385295
300,10,0.01,none,False,0.3,0.9857142857142858,0.0,0.29999999999999993,0.014108245106850142,0.0,0.29627314724385295
100,3,0.1,balanced,False,0.3,0.9857142857142858,0.004999999999999999,0.2,0.014108245106850149,0.009279607271383371,0.22110831935702666
100,6,0.1,balanced,False,0.3,0.9857142857142858,0.004999999999999999,0.2,0.014108245106850149,0.009279607271383371,0.22110831935702666
100,10,0.1,balanced,False,0.3,0.9857142857142858,0.004999999999999999,0.2,0.014108245106850149,0.009279607271383371,0.22110831935702666
300,3,0.1,balanced,False,0.3,0.9857142857142858,0.004999999999999999,0.2,0.014108245106850149,0.009279607271383371,0.22110831935702666
300,6,0.1,balanced,False,0.3,0.9857142857142858,0.004999999999999999,0.2,0.014108245106850149,0.009279607271383371,0.22110831935702666
300,10,0.1,balanced,False,0.3,0.9857142857142858,0.004999999999999999,0.2,0.014108245106850149,0.009279607271383371,0.22110831935702666
600,3,0.1,balanced,False,0.3,0.9857142857142858,0.004999999999999999,0.2,0.014108245106850149,0.009279607271383371,0.22110831935702666
600,6,0.1,balanced,False,0.3,0.9857142857142858,0.004999999999999999,0.2,0.014108245106850149,0.009279607271383371,0.22110831935702666
600,10,0.1,balanced,False,0.3,0.9857142857142858,0.004999999999999999,0.2,0.014108245106850149,0.009279607271383371,0.22110831935702666
600,3,0.01,none,False,0.1,0.9857142857142858,0.005833333333333334,0.18333333333333332,0.01497457322548668,0.009537935951882999,0.2229848026709942
600,6,0.01,none,False,0.1,0.9857142857142858,0.005833333333333334,0.18333333333333332,0.01497457322548668,0.009537935951882999,0.2229848026709942
600,10,0.01,none,False,0.1,0.9857142857142858,0.005833333333333334,0.18333333333333332,0.01497457322548668,0.009537935951882999,0.2229848026709942
100,3,0.01,none,False,0.15,0.984920634920635,0.003333333333333333,0.24999999999999994,0.013723505131579827,0.009999999999999998,0.2763853991962833
100,6,0.01,none,False,0.15,0.984920634920635,0.003333333333333333,0.24999999999999994,0.013723505131579827,0.009999999999999998,0.2763853991962833
100,10,0.01,none,False,0.15,0.984920634920635,0.003333333333333333,0.24999999999999994,0.013723505131579827,0.009999999999999998,0.2763853991962833
300,3,0.01,none,False,0.1,0.984920634920635,0.0075,0.16666666666666666,0.014612660825017443,0.011149240133549709,0.22360679774997896
300,6,0.01,none,False,0.1,0.984920634920635,0.0075,0.16666666666666666,0.014612660825017443,0.011149240133549709,0.22360679774997896
300,10,0.01,none,False,0.1,0.984920634920635,0.0075,0.16666666666666666,0.014612660825017443,0.011149240133549709,0.22360679774997896
300,3,0.05,balanced,False,0.3,0.9841269841269842,0.004999999999999999,0.2333333333333333,0.016647759494764307,0.009279607271383371,0.2603416558635552
300,6,0.05,balanced,False,0.3,0.9841269841269842,0.004999999999999999,0.2333333333333333,0.016647759494764307,0.009279607271383371,0.2603416558635552
300,10,0.05,balanced,False,0.3,0.9841269841269842,0.004999999999999999,0.2333333333333333,0.016647759494764307,0.009279607271383371,0.2603416558635552
600,3,0.05,balanced,False,0.3,0.9841269841269842,0.004999999999999999,0.2333333333333333,0.016647759494764307,0.009279607271383371,0.2603416558635552
600,6,0.05,balanced,False,0.3,0.9841269841269842,0.004999999999999999,0.2333333333333333,0.016647759494764307,0.009279607271383371,0.2603416558635552
600,10,0.05,balanced,False,0.3,0.9841269841269842,0.004999999999999999,0.2333333333333333,0.016647759494764307,0.009279607271383371,0.2603416558635552
300,3,0.05,balanced,False,0.2,0.9841269841269842,0.006666666666666666,0.2,0.017388017698576706,0.013333333333333334,0.22110831935702666
300,6,0.05,balanced,False,0.2,0.9841269841269842,0.006666666666666666,0.2,0.017388017698576706,0.013333333333333334,0.22110831935702666
300,10,0.05,balanced,False,0.2,0.9841269841269842,0.006666666666666666,0.2,0.017388017698576706,0.013333333333333334,0.22110831935702666
600,3,0.05,balanced,False,0.2,0.9841269841269842,0.006666666666666666,0.2,0.017388017698576706,0.013333333333333334,0.22110831935702666
600,6,0.05,balanced,False,0.2,0.9841269841269842,0.006666666666666666,0.2,0.017388017698576706,0.013333333333333334,0.22110831935702666
600,10,0.05,balanced,False,0.2,0.9841269841269842,0.006666666666666666,0.2,0.017388017698576706,0.013333333333333334,0.22110831935702666
100,3,0.01,none,False,0.2,0.9833333333333334,0.0,0.35,0.01461266082501744,0.0,0.30686587732536613
100,6,0.01,none,False,0.2,0.9833333333333334,0.0,0.35,0.01461266082501744,0.0,0.30686587732536613
100,10,0.01,none,False,0.2,0.9833333333333334,0.0,0.35,0.01461266082501744,0.0,0.30686587732536613
100,3,0.1,balanced,False,0.5,0.9833333333333334,0.003333333333333333,0.2833333333333333,0.017728815796578312,0.008498365855987974,0.30322342331100416
100,6,0.1,balanced,False,0.5,0.9833333333333334,0.003333333333333333,0.2833333333333333,0.017728815796578312,0.008498365855987974,0.30322342331100416
100,10,0.1,balanced,False,0.5,0.9833333333333334,0.003333333333333333,0.2833333333333333,0.017728815796578312,0.008498365855987974,0.30322342331100416
300,3,0.05,balanced,False,0.5,0.9833333333333334,0.003333333333333333,0.2833333333333333,0.017728815796578312,0.008498365855987974,0.30322342331100416
300,3,0.1,balanced,False,0.5,0.9833333333333334,0.003333333333333333,0.2833333333333333,0.017728815796578312,0.008498365855987974,0.30322342331100416
300,6,0.05,balanced,False,0.5,0.9833333333333334,0.003333333333333333,0.2833333333333333,0.017728815796578312,0.008498365855987974,0.30322342331100416
300,6,0.1,balanced,False,0.5,0.9833333333333334,0.003333333333333333,0.2833333333333333,0.017728815796578312,0.008498365855987974,0.30322342331100416
300,10,0.05,balanced,False,0.5,0.9833333333333334,0.003333333333333333,0.2833333333333333,0.017728815796578312,0.008498365855987974,0.30322342331100416
300,10,0.1,balanced,False,0.5,0.9833333333333334,0.003333333333333333,0.2833333333333333,0.017728815796578312,0.008498365855987974,0.30322342331100416
600,3,0.05,balanced,False,0.5,0.9833333333333334,0.003333333333333333,0.2833333333333333,0.017728815796578312,0.008498365855987974,0.30322342331100416
600,3,0.1,balanced,False,0.5,0.9833333333333334,0.003333333333333333,0.2833333333333333,0.017728815796578312,0.008498365855987974,0.30322342331100416
600,6,0.05,balanced,False,0.5,0.9833333333333334,0.003333333333333333,0.2833333333333333,0.017728815796578312,0.008498365855987974,0.30322342331100416
600,6,0.1,balanced,False,0.5,0.9833333333333334,0.003333333333333333,0.2833333333333333,0.017728815796578312,0.008498365855987974,0.30322342331100416
600,10,0.05,balanced,False,0.5,0.9833333333333334,0.003333333333333333,0.2833333333333333,0.017728815796578312,0.008498365855987974,0.30322342331100416
600,10,0.1,balanced,False,0.5,0.9833333333333334,0.003333333333333333,0.2833333333333333,0.017728815796578312,0.008498365855987974,0.30322342331100416
600,3,0.01,balanced,False,0.5,0.9833333333333334,0.004166666666666667,0.26666666666666666,0.017003401020340116,0.008936504412303007,0.2905932629027116
600,6,0.01,balanced,False,0.5,0.9833333333333334,0.004166666666666667,0.26666666666666666,0.017003401020340116,0.008936504412303007,0.2905932629027116
600,10,0.01,balanced,False,0.5,0.9833333333333334,0.004166666666666667,0.26666666666666666,0.017003401020340116,0.008936504412303007,0.2905932629027116
600,3,0.01,balanced,False,0.3,0.9833333333333334,0.005833333333333333,0.2333333333333333,0.01772881579657832,0.010897247358851683,0.2603416558635552
600,6,0.01,balanced,False,0.3,0.9833333333333334,0.005833333333333333,0.2333333333333333,0.01772881579657832,0.010897247358851683,0.2603416558635552
600,10,0.01,balanced,False,0.3,0.9833333333333334,0.005833333333333333,0.2333333333333333,0.01772881579657832,0.010897247358851683,0.2603416558635552
100,3,0.01,none,False,0.1,0.9833333333333334,0.008333333333333333,0.18333333333333332,0.013723505131579826,0.012360330811826106,0.22298480267099421
100,6,0.01,none,False,0.1,0.9833333333333334,0.008333333333333333,0.18333333333333332,0.013723505131579826,0.012360330811826106,0.22298480267099421
100,10,0.01,none,False,0.1,0.9833333333333334,0.008333333333333333,0.18333333333333332,0.013723505131579826,0.012360330811826106,0.22298480267099421
100,3,0.05,balanced,False,0.5,0.9825396825396826,0.004166666666666667,0.2833333333333333,0.01731541605497732,0.008936504412303007,0.30322342331100416
100,6,0.05,balanced,False,0.5,0.9825396825396826,0.004166666666666667,0.2833333333333333,0.01731541605497732,0.008936504412303007,0.30322342331100416
100,10,0.05,balanced,False,0.5,0.9825396825396826,0.004166666666666667,0.2833333333333333,0.01731541605497732,0.008936504412303007,0.30322342331100416
100,3,0.1,balanced,False,0.2,0.9825396825396826,0.008333333333333333,0.2,0.01802828046285802,0.013437096247164252,0.22110831935702666
100,6,0.1,balanced,False,0.2,0.9825396825396826,0.008333333333333333,0.2,0.01802828046285802,0.013437096247164252,0.22110831935702666
100,10,0.1,balanced,False,0.2,0.9825396825396826,0.008333333333333333,0.2,0.01802828046285802,0.013437096247164252,0.22110831935702666
300,3,0.1,balanced,False,0.2,0.9825396825396826,0.008333333333333333,0.2,0.01802828046285802,0.013437096247164252,0.22110831935702666
300,6,0.1,balanced,False,0.2,0.9825396825396826,0.008333333333333333,0.2,0.01802828046285802,0.013437096247164252,0.22110831935702666
300,10,0.1,balanced,False,0.2,0.9825396825396826,0.008333333333333333,0.2,0.01802828046285802,0.013437096247164252,0.22110831935702666
600,3,0.1,balanced,False,0.2,0.9825396825396826,0.008333333333333333,0.2,0.01802828046285802,0.013437096247164252,0.22110831935702666
600,6,0.1,balanced,False,0.2,0.9825396825396826,0.008333333333333333,0.2,0.01802828046285802,0.013437096247164252,0.22110831935702666
600,10,0.1,balanced,False,0.2,0.9825396825396826,0.008333333333333333,0.2,0.01802828046285802,0.013437096247164252,0.22110831935702666
100,3,0.1,none,False,0.5,0.9817460317460318,0.0,0.38333333333333325,0.01608978962913754,0.0,0.3378855822118882
100,6,0.1,none,False,0.5,0.9817460317460318,0.0,0.38333333333333325,0.01608978962913754,0.0,0.3378855822118882
100,10,0.1,none,False,0.5,0.9817460317460318,0.0,0.38333333333333325,0.01608978962913754,0.0,0.3378855822118882
300,3,0.1,none,False,0.5,0.9817460317460318,0.0,0.38333333333333325,0.01608978962913754,0.0,0.3378855822118882
300,6,0.1,none,False,0.5,0.9817460317460318,0.0,0.38333333333333325,0.01608978962913754,0.0,0.3378855822118882
300,10,0.1,none,False,0.5,0.9817460317460318,0.0,0.38333333333333325,0.01608978962913754,0.0,0.3378855822118882
600,3,0.1,none,False,0.5,0.9817460317460318,0.0,0.38333333333333325,0.01608978962913754,0.0,0.3378855822118882
600,6,0.1,none,False,0.5,0.9817460317460318,0.0,0.38333333333333325,0.01608978962913754,0.0,0.3378855822118882
600,10,0.1,none,False,0.5,0.9817460317460318,0.0,0.38333333333333325,0.01608978962913754,0.0,0.3378855822118882
600,3,0.01,balanced,False,0.2,0.9817460317460316,0.009166666666666667,0.2,0.01758612683028599,0.013411230782859234,0.22110831935702666
100,3,0.05,balanced,False,0.3,0.980952380952381,0.008333333333333333,0.2333333333333333,0.018510958396334282,0.013437096247164252,0.2603416558635552
100,6,0.05,balanced,False,0.3,0.980952380952381,0.008333333333333333,0.2333333333333333,0.018510958396334282,0.013437096247164252,0.2603416558635552
100,10,0.05,balanced,False,0.3,0.980952380952381,0.008333333333333333,0.2333333333333333,0.018510958396334282,0.013437096247164252,0.2603416558635552
300,3,0.01,none,False,0.5,0.9809523809523808,0.0,0.39999999999999997,0.017095761292490498,0.0,0.3590109871423003
300,6,0.01,none,False,0.5,0.9809523809523808,0.0,0.39999999999999997,0.017095761292490498,0.0,0.3590109871423003
300,10,0.01,none,False,0.5,0.9809523809523808,0.0,0.39999999999999997,0.017095761292490498,0.0,0.3590109871423003
100,3,0.1,balanced,False,0.15,0.9809523809523808,0.009999999999999998,0.2,0.019825390471106034,0.01615893285805443,0.22110831935702666
100,6,0.1,balanced,False,0.15,0.9809523809523808,0.009999999999999998,0.2,0.019825390471106034,0.01615893285805443,0.22110831935702666
100,10,0.1,balanced,False,0.15,0.9809523809523808,0.009999999999999998,0.2,0.019825390471106034,0.01615893285805443,0.22110831935702666
300,3,0.05,balanced,False,0.15,0.9809523809523808,0.009999999999999998,0.2,0.019825390471106034,0.01615893285805443,0.22110831935702666
300,3,0.1,balanced,False,0.15,0.9809523809523808,0.009999999999999998,0.2,0.019825390471106034,0.01615893285805443,0.22110831935702666
300,6,0.05,balanced,False,0.15,0.9809523809523808,0.009999999999999998,0.2,0.019825390471106034,0.01615893285805443,0.22110831935702666
300,6,0.1,balanced,False,0.15,0.9809523809523808,0.009999999999999998,0.2,0.019825390471106034,0.01615893285805443,0.22110831935702666
300,10,0.05,balanced,False,0.15,0.9809523809523808,0.009999999999999998,0.2,0.019825390471106034,0.01615893285805443,0.22110831935702666
300,10,0.1,balanced,False,0.15,0.9809523809523808,0.009999999999999998,0.2,0.019825390471106034,0.01615893285805443,0.22110831935702666
600,3,0.05,balanced,False,0.15,0.9809523809523808,0.009999999999999998,0.2,0.019825390471106034,0.01615893285805443,0.22110831935702666
600,3,0.1,balanced,False,0.15,0.9809523809523808,0.009999999999999998,0.2,0.019825390471106034,0.01615893285805443,0.22110831935702666
600,6,0.01,balanced,False,0.2,0.9809523809523808,0.009999999999999998,0.2,0.01709576129249049,0.013333333333333336,0.22110831935702666
600,6,0.05,balanced,False,0.15,0.9809523809523808,0.009999999999999998,0.2,0.019825390471106034,0.01615893285805443,0.22110831935702666
600,6,0.1,balanced,False,0.15,0.9809523809523808,0.009999999999999998,0.2,0.019825390471106034,0.01615893285805443,0.22110831935702666
600,10,0.01,balanced,False,0.2,0.9809523809523808,0.009999999999999998,0.2,0.01709576129249049,0.013333333333333336,0.22110831935702666
600,10,0.05,balanced,False,0.15,0.9809523809523808,0.009999999999999998,0.2,0.019825390471106034,0.01615893285805443,0.22110831935702666
600,10,0.1,balanced,False,0.15,0.9809523809523808,0.009999999999999998,0.2,0.019825390471106034,0.01615893285805443,0.22110831935702666
100,3,0.05,none,False,0.5,0.98015873015873,0.0,0.4166666666666667,0.01655289969413827,0.0,0.3476108935769035
100,6,0.05,none,False,0.5,0.98015873015873,0.0,0.4166666666666667,0.01655289969413827,0.0,0.3476108935769035
100,10,0.05,none,False,0.5,0.98015873015873,0.0,0.4166666666666667,0.01655289969413827,0.0,0.3476108935769035
300,3,0.05,none,False,0.5,0.98015873015873,0.0,0.4166666666666667,0.01655289969413827,0.0,0.3476108935769035
300,6,0.05,none,False,0.5,0.98015873015873,0.0,0.4166666666666667,0.01655289969413827,0.0,0.3476108935769035
300,10,0.05,none,False,0.5,0.98015873015873,0.0,0.4166666666666667,0.01655289969413827,0.0,0.3476108935769035
600,3,0.01,none,False,0.5,0.98015873015873,0.0,0.4166666666666667,0.01655289969413827,0.0,0.3476108935769035
600,3,0.05,none,False,0.5,0.98015873015873,0.0,0.4166666666666667,0.01655289969413827,0.0,0.3476108935769035
600,6,0.01,none,False,0.5,0.98015873015873,0.0,0.4166666666666667,0.01655289969413827,0.0,0.3476108935769035
600,6,0.05,none,False,0.5,0.98015873015873,0.0,0.4166666666666667,0.01655289969413827,0.0,0.3476108935769035
600,10,0.01,none,False,0.5,0.98015873015873,0.0,0.4166666666666667,0.01655289969413827,0.0,0.3476108935769035
600,10,0.05,none,False,0.5,0.98015873015873,0.0,0.4166666666666667,0.01655289969413827,0.0,0.3476108935769035
300,3,0.01,balanced,False,0.5,0.9785714285714286,0.008333333333333333,0.2833333333333333,0.020862602266817326,0.013437096247164252,0.30322342331100416
300,6,0.01,balanced,False,0.5,0.9785714285714286,0.008333333333333333,0.2833333333333333,0.020862602266817326,0.013437096247164252,0.30322342331100416
