n_estimators,max_depth,learning_rate,scale_pos_weight_mode,undersampling,threshold,accuracy_mean,FAR_mean,FRR_mean,accuracy_std,FAR_std,FRR_std
300,10,0.01,balanced,False,0.5,0.9785714285714286,0.008333333333333333,0.2833333333333333,0.020862602266817326,0.013437096247164252,0.30322342331100416
100,3,0.05,balanced,False,0.2,0.9785714285714284,0.0125,0.2,0.016854571890155,0.012774758097296578,0.22110831935702666
100,6,0.05,balanced,False,0.2,0.9785714285714284,0.0125,0.2,0.016854571890155,0.012774758097296578,0.22110831935702666
100,10,0.05,balanced,False,0.2,0.9785714285714284,0.0125,0.2,0.016854571890155,0.012774758097296578,0.22110831935702666
300,3,0.01,balanced,False,0.3,0.9777777777777776,0.010833333333333332,0.24999999999999994,0.020327378531532853,0.013202482931462383,0.2763853991962833
300,6,0.01,balanced,False,0.3,0.9777777777777776,0.010833333333333332,0.24999999999999994,0.020327378531532853,0.013202482931462383,0.2763853991962833
300,10,0.01,balanced,False,0.3,0.9777777777777776,0.010833333333333332,0.24999999999999994,0.020327378531532853,0.013202482931462383,0.2763853991962833
600,3,0.01,balanced,False,0.15,0.9777777777777776,0.013333333333333332,0.2,0.020327378531532863,0.01632993161855452,0.22110831935702666
100,3,0.01,none,False,0.3,0.9769841269841268,0.0,0.4833333333333333,0.01842569327975223,0.0,0.38693955887479664
100,6,0.01,none,False,0.3,0.9769841269841268,0.0,0.4833333333333333,0.01842569327975223,0.0,0.38693955887479664
100,10,0.01,none,False,0.3,0.9769841269841268,0.0,0.4833333333333333,0.01842569327975223,0.0,0.38693955887479664
600,6,0.01,balanced,False,0.15,0.9769841269841268,0.014166666666666666,0.2,0.020373805798402287,0.01689427911059441,0.22110831935702666
600,10,0.01,balanced,False,0.15,0.9769841269841268,0.014166666666666666,0.2,0.020373805798402287,0.01689427911059441,0.22110831935702666
100,3,0.1,balanced,False,0.1,0.9769841269841268,0.015,0.18333333333333332,0.021575043204870147,0.01740051084818425,0.2229848026709942
100,6,0.1,balanced,False,0.1,0.9769841269841268,0.015,0.18333333333333332,0.021575043204870147,0.01740051084818425,0.2229848026709942
100,10,0.1,balanced,False,0.1,0.9769841269841268,0.015,0.18333333333333332,0.021575043204870147,0.01740051084818425,0.2229848026709942
300,3,0.05,balanced,False,0.1,0.9769841269841268,0.015,0.18333333333333332,0.021575043204870147,0.01740051084818425,0.2229848026709942
300,6,0.05,balanced,False,0.1,0.9769841269841268,0.015,0.18333333333333332,0.021575043204870147,0.01740051084818425,0.2229848026709942
300,10,0.05,balanced,False,0.1,0.9769841269841268,0.015,0.18333333333333332,0.021575043204870147,0.01740051084818425,0.2229848026709942
600,3,0.05,balanced,False,0.1,0.9769841269841268,0.015,0.18333333333333332,0.021575043204870147,0.01740051084818425,0.2229848026709942
600,6,0.05,balanced,False,0.1,0.9769841269841268,0.015,0.18333333333333332,0.021575043204870147,0.01740051084818425,0.2229848026709942
600,10,0.05,balanced,False,0.1,0.9769841269841268,0.015,0.18333333333333332,0.021575043204870147,0.01740051084818425,0.2229848026709942
300,3,0.1,balanced,False,0.1,0.976190476190476,0.015,0.2,0.020998026278290415,0.01740051084818425,0.22110831935702666
300,6,0.1,balanced,False,0.1,0.976190476190476,0.015,0.2,0.020998026278290415,0.01740051084818425,0.22110831935702666
300,10,0.1,balanced,False,0.1,0.976190476190476,0.015,0.2,0.020998026278290415,0.01740051084818425,0.22110831935702666
600,3,0.1,balanced,False,0.1,0.976190476190476,0.015,0.2,0.020998026278290415,0.01740051084818425,0.22110831935702666
600,6,0.1,balanced,False,0.1,0.976190476190476,0.015,0.2,0.020998026278290415,0.01740051084818425,0.22110831935702666
600,10,0.1,balanced,False,0.1,0.976190476190476,0.015,0.2,0.020998026278290415,0.01740051084818425,0.22110831935702666
100,3,0.05,balanced,False,0.15,0.9753968253968253,0.01583333333333333,0.2,0.019097157802406298,0.01622326861160982,0.22110831935702666
100,6,0.05,balanced,False,0.15,0.9753968253968253,0.01583333333333333,0.2,0.019097157802406298,0.01622326861160982,0.22110831935702666
100,10,0.05,balanced,False,0.15,0.9753968253968253,0.01583333333333333,0.2,0.019097157802406298,0.01622326861160982,0.22110831935702666
600,3,0.01,balanced,False,0.1,0.9753968253968253,0.01583333333333333,0.2,0.019097157802406298,0.01622326861160982,0.22110831935702666
600,6,0.01,balanced,False,0.1,0.9753968253968253,0.01583333333333333,0.2,0.019097157802406298,0.01622326861160982,0.22110831935702666
600,10,0.01,balanced,False,0.1,0.9753968253968253,0.01583333333333333,0.2,0.019097157802406298,0.01622326861160982,0.22110831935702666
300,3,0.01,balanced,False,0.2,0.9746031746031745,0.01583333333333333,0.21666666666666665,0.021531206295635777,0.017057907908715603,0.24209731743889915
300,6,0.01,balanced,False,0.2,0.9746031746031745,0.01583333333333333,0.21666666666666665,0.021531206295635777,0.017057907908715603,0.24209731743889915
300,10,0.01,balanced,False,0.2,0.9746031746031745,0.01583333333333333,0.21666666666666665,0.021531206295635777,0.017057907908715603,0.24209731743889915
100,3,0.05,balanced,False,0.1,0.9738095238095237,0.018333333333333333,0.18333333333333332,0.01961778903858457,0.01740051084818425,0.22298480267099421
100,6,0.05,balanced,False,0.1,0.9738095238095237,0.018333333333333333,0.18333333333333332,0.01961778903858457,0.01740051084818425,0.22298480267099421
100,10,0.05,balanced,False,0.1,0.9738095238095237,0.018333333333333333,0.18333333333333332,0.01961778903858457,0.01740051084818425,0.22298480267099421
100,3,0.01,balanced,False,0.5,0.9722222222222221,0.015,0.2833333333333333,0.03362495264176963,0.02351122663277648,0.3210226714043037
100,6,0.01,balanced,False,0.5,0.9722222222222221,0.015,0.2833333333333333,0.03362495264176963,0.02351122663277648,0.3210226714043037
100,10,0.01,balanced,False,0.5,0.9722222222222221,0.015,0.2833333333333333,0.03362495264176963,0.02351122663277648,0.3210226714043037
100,3,0.01,balanced,False,0.3,0.9690476190476189,0.019999999999999997,0.24999999999999994,0.031134992453861948,0.025055493963954848,0.2763853991962833
100,6,0.01,balanced,False,0.3,0.9690476190476189,0.019999999999999997,0.24999999999999994,0.031134992453861948,0.025055493963954848,0.2763853991962833
100,10,0.01,balanced,False,0.3,0.9690476190476189,0.019999999999999997,0.24999999999999994,0.031134992453861948,0.025055493963954848,0.2763853991962833
100,3,0.01,none,True,0.5,0.9682539682539681,0.018333333333333333,0.29999999999999993,0.036196045241242474,0.037969285832981724,0.2768874620972691
100,6,0.01,none,True,0.5,0.9682539682539681,0.018333333333333333,0.29999999999999993,0.036196045241242474,0.037969285832981724,0.2768874620972691
100,10,0.01,none,True,0.5,0.9682539682539681,0.018333333333333333,0.29999999999999993,0.036196045241242474,0.037969285832981724,0.2768874620972691
300,3,0.01,balanced,False,0.15,0.9674603174603174,0.024166666666666666,0.2,0.02483252039232066,0.023258809561588108,0.22110831935702666
300,6,0.01,balanced,False,0.15,0.9674603174603174,0.024166666666666666,0.2,0.02483252039232066,0.023258809561588108,0.22110831935702666
300,10,0.01,balanced,False,0.15,0.9674603174603174,0.024166666666666666,0.2,0.02483252039232066,0.023258809561588108,0.22110831935702666
600,3,0.01,none,True,0.5,0.9563492063492063,0.036666666666666674,0.18333333333333332,0.03544874830813856,0.03749073959733997,0.2229848026709942
600,6,0.01,none,True,0.5,0.9563492063492063,0.036666666666666674,0.18333333333333332,0.03544874830813856,0.03749073959733997,0.2229848026709942
600,10,0.01,none,True,0.5,0.9563492063492063,0.036666666666666674,0.18333333333333332,0.03544874830813856,0.03749073959733997,0.2229848026709942
100,3,0.1,none,True,0.5,0.9547619047619047,0.037500000000000006,0.2,0.03414543613380786,0.035697416651006494,0.22110831935702666
100,6,0.1,none,True,0.5,0.9547619047619047,0.037500000000000006,0.2,0.03414543613380786,0.035697416651006494,0.22110831935702666
100,10,0.1,none,True,0.5,0.9547619047619047,0.037500000000000006,0.2,0.03414543613380786,0.035697416651006494,0.22110831935702666
300,3,0.1,none,True,0.5,0.9547619047619047,0.037500000000000006,0.2,0.03414543613380786,0.035697416651006494,0.22110831935702666
300,6,0.1,none,True,0.5,0.9547619047619047,0.037500000000000006,0.2,0.03414543613380786,0.035697416651006494,0.22110831935702666
300,10,0.1,none,True,0.5,0.9547619047619047,0.037500000000000006,0.2,0.03414543613380786,0.035697416651006494,0.22110831935702666
600,3,0.1,none,True,0.5,0.9547619047619047,0.037500000000000006,0.2,0.03414543613380786,0.035697416651006494,0.22110831935702666
600,6,0.1,none,True,0.5,0.9547619047619047,0.037500000000000006,0.2,0.03414543613380786,0.035697416651006494,0.22110831935702666
600,10,0.1,none,True,0.5,0.9547619047619047,0.037500000000000006,0.2,0.03414543613380786,0.035697416651006494,0.22110831935702666
300,3,0.05,none,True,0.5,0.9539682539682539,0.03833333333333334,0.2,0.035457631593156624,0.03730504880933232,0.22110831935702666
300,6,0.05,none,True,0.5,0.9539682539682539,0.03833333333333334,0.2,0.035457631593156624,0.03730504880933232,0.22110831935702666
300,10,0.05,none,True,0.5,0.9539682539682539,0.03833333333333334,0.2,0.035457631593156624,0.03730504880933232,0.22110831935702666
600,3,0.05,none,True,0.5,0.9539682539682539,0.03833333333333334,0.2,0.035457631593156624,0.03730504880933232,0.22110831935702666
600,6,0.05,none,True,0.5,0.9539682539682539,0.03833333333333334,0.2,0.035457631593156624,0.03730504880933232,0.22110831935702666
600,10,0.05,none,True,0.5,0.9539682539682539,0.03833333333333334,0.2,0.035457631593156624,0.03730504880933232,0.22110831935702666
100,3,0.05,none,True,0.5,0.9531746031746031,0.03916666666666667,0.2,0.035306311777040036,0.03699662146737186,0.22110831935702666
100,6,0.05,none,True,0.5,0.9531746031746031,0.03916666666666667,0.2,0.035306311777040036,0.03699662146737186,0.22110831935702666
100,10,0.05,none,True,0.5,0.9531746031746031,0.03916666666666667,0.2,0.035306311777040036,0.03699662146737186,0.22110831935702666
100,3,0.01,none,False,0.5,0.9523809523809523,0.0,1.0,0.0,0.0,0.0
100,6,0.01,none,False,0.5,0.9523809523809523,0.0,1.0,0.0,0.0,0.0
100,10,0.01,none,False,0.5,0.9523809523809523,0.0,1.0,0.0,0.0,0.0
300,3,0.01,none,True,0.5,0.9523809523809523,0.038333333333333344,0.2333333333333333,0.036885555678165864,0.03982601048449507,0.23804761428476168
300,6,0.01,none,True,0.5,0.9523809523809523,0.038333333333333344,0.2333333333333333,0.036885555678165864,0.03982601048449507,0.23804761428476168
300,10,0.01,none,True,0.5,0.9523809523809523,0.038333333333333344,0.2333333333333333,0.036885555678165864,0.03982601048449507,0.23804761428476168
300,3,0.01,balanced,False,0.1,0.9515873015873015,0.04166666666666668,0.18333333333333332,0.034585331062699884,0.034761089357690345,0.22298480267099421
300,6,0.01,balanced,False,0.1,0.9515873015873015,0.04166666666666668,0.18333333333333332,0.034585331062699884,0.034761089357690345,0.22298480267099421
300,10,0.01,balanced,False,0.1,0.9515873015873015,0.04166666666666668,0.18333333333333332,0.034585331062699884,0.034761089357690345,0.22298480267099421
300,3,0.05,balanced,True,0.5,0.9388888888888889,0.057499999999999996,0.13333333333333333,0.04147537343001246,0.045177120561432665,0.22110831935702666
300,6,0.05,balanced,True,0.5,0.9388888888888889,0.057499999999999996,0.13333333333333333,0.04147537343001246,0.045177120561432665,0.22110831935702666
300,10,0.05,balanced,True,0.5,0.9388888888888889,0.057499999999999996,0.13333333333333333,0.04147537343001246,0.045177120561432665,0.22110831935702666
600,3,0.01,balanced,True,0.5,0.9388888888888889,0.057499999999999996,0.13333333333333333,0.03992781342255641,0.04393018451032401,0.22110831935702666
600,3,0.05,balanced,True,0.5,0.9388888888888889,0.057499999999999996,0.13333333333333333,0.04147537343001246,0.045177120561432665,0.22110831935702666
600,6,0.01,balanced,True,0.5,0.9388888888888889,0.057499999999999996,0.13333333333333333,0.03992781342255641,0.04393018451032401,0.22110831935702666
600,6,0.05,balanced,True,0.5,0.9388888888888889,0.057499999999999996,0.13333333333333333,0.04147537343001246,0.045177120561432665,0.22110831935702666
600,10,0.01,balanced,True,0.5,0.9388888888888889,0.057499999999999996,0.13333333333333333,0.03992781342255641,0.04393018451032401,0.22110831935702666
600,10,0.05,balanced,True,0.5,0.9388888888888889,0.057499999999999996,0.13333333333333333,0.04147537343001246,0.045177120561432665,0.22110831935702666
100,3,0.1,balanced,True,0.5,0.9380952380952381,0.057499999999999996,0.15,0.039809321282490324,0.04329325069286846,0.22298480267099416
100,6,0.1,balanced,True,0.5,0.9380952380952381,0.057499999999999996,0.15,0.039809321282490324,0.04329325069286846,0.22298480267099416
100,10,0.1,balanced,True,0.5,0.9380952380952381,0.057499999999999996,0.15,0.039809321282490324,0.04329325069286846,0.22298480267099416
300,3,0.1,balanced,True,0.5,0.9380952380952381,0.057499999999999996,0.15,0.039809321282490324,0.04329325069286846,0.22298480267099416
300,6,0.1,balanced,True,0.5,0.9380952380952381,0.057499999999999996,0.15,0.039809321282490324,0.04329325069286846,0.22298480267099416
300,10,0.1,balanced,True,0.5,0.9380952380952381,0.057499999999999996,0.15,0.039809321282490324,0.04329325069286846,0.22298480267099416
600,3,0.1,balanced,True,0.5,0.9380952380952381,0.057499999999999996,0.15,0.039809321282490324,0.04329325069286846,0.22298480267099416
600,6,0.1,balanced,True,0.5,0.9380952380952381,0.057499999999999996,0.15,0.039809321282490324,0.04329325069286846,0.22298480267099416
600,10,0.1,balanced,True,0.5,0.9380952380952381,0.057499999999999996,0.15,0.039809321282490324,0.04329325069286846,0.22298480267099416
300,3,0.05,none,True,0.3,0.9365079365079365,0.060833333333333336,0.11666666666666665,0.04545340020087732,0.0495185150558186,0.19075871903765995
300,6,0.05,none,True,0.3,0.9365079365079365,0.060833333333333336,0.11666666666666665,0.04545340020087732,0.0495185150558186,0.19075871903765995
300,10,0.05,none,True,0.3,0.9365079365079365,0.060833333333333336,0.11666666666666665,0.04545340020087732,0.0495185150558186,0.19075871903765995
600,3,0.05,none,True,0.3,0.9365079365079365,0.060833333333333336,0.11666666666666665,0.04545340020087732,0.0495185150558186,0.19075871903765995
600,6,0.05,none,True,0.3,0.9365079365079365,0.060833333333333336,0.11666666666666665,0.04545340020087732,0.0495185150558186,0.19075871903765995
600,10,0.05,none,True,0.3,0.9365079365079365,0.060833333333333336,0.11666666666666665,0.04545340020087732,0.0495185150558186,0.19075871903765995
100,3,0.05,balanced,True,0.5,0.9357142857142857,0.06083333333333333,0.13333333333333333,0.04243620439776142,0.04572714972772983,0.22110831935702666
100,6,0.05,balanced,True,0.5,0.9357142857142857,0.06083333333333333,0.13333333333333333,0.04243620439776142,0.04572714972772983,0.22110831935702666
100,10,0.05,balanced,True,0.5,0.9357142857142857,0.06083333333333333,0.13333333333333333,0.04243620439776142,0.04572714972772983,0.22110831935702666
100,3,0.1,none,True,0.3,0.9357142857142857,0.06166666666666668,0.11666666666666665,0.04331763190157202,0.047463436219660475,0.19075871903765995
100,6,0.1,none,True,0.3,0.9357142857142857,0.06166666666666668,0.11666666666666665,0.04331763190157202,0.047463436219660475,0.19075871903765995
100,10,0.1,none,True,0.3,0.9357142857142857,0.06166666666666668,0.11666666666666665,0.04331763190157202,0.047463436219660475,0.19075871903765995
300,3,0.1,none,True,0.3,0.9357142857142857,0.06166666666666668,0.11666666666666665,0.04331763190157202,0.047463436219660475,0.19075871903765995
300,6,0.1,none,True,0.3,0.9357142857142857,0.06166666666666668,0.11666666666666665,0.04331763190157202,0.047463436219660475,0.19075871903765995
300,10,0.1,none,True,0.3,0.9357142857142857,0.06166666666666668,0.11666666666666665,0.04331763190157202,0.047463436219660475,0.19075871903765995
600,3,0.1,none,True,0.3,0.9357142857142857,0.06166666666666668,0.11666666666666665,0.04331763190157202,0.047463436219660475,0.19075871903765995
600,6,0.1,none,True,0.3,0.9357142857142857,0.06166666666666668,0.11666666666666665,0.04331763190157202,0.047463436219660475,0.19075871903765995
600,10,0.1,none,True,0.3,0.9357142857142857,0.06166666666666668,0.11666666666666665,0.04331763190157202,0.047463436219660475,0.19075871903765995
100,3,0.05,none,True,0.3,0.9349206349206349,0.0625,0.11666666666666665,0.04344105455048891,0.04768967975941499,0.19075871903765995
100,6,0.05,none,True,0.3,0.9349206349206349,0.0625,0.11666666666666665,0.04344105455048891,0.04768967975941499,0.19075871903765995
100,10,0.05,none,True,0.3,0.9349206349206349,0.0625,0.11666666666666665,0.04344105455048891,0.04768967975941499,0.19075871903765995
600,3,0.01,none,True,0.3,0.9341269841269841,0.06333333333333334,0.11666666666666665,0.04469177214381297,0.048762462794425976,0.19075871903765995
600,6,0.01,none,True,0.3,0.9341269841269841,0.06333333333333334,0.11666666666666665,0.04469177214381297,0.048762462794425976,0.19075871903765995
600,10,0.01,none,True,0.3,0.9341269841269841,0.06333333333333334,0.11666666666666665,0.04469177214381297,0.048762462794425976,0.19075871903765995
300,3,0.01,balanced,True,0.5,0.9317460317460318,0.06333333333333332,0.16666666666666666,0.0395553517281813,0.04365266951236265,0.24720661623652207
300,6,0.01,balanced,True,0.5,0.9317460317460318,0.06333333333333332,0.16666666666666666,0.0395553517281813,0.04365266951236265,0.24720661623652207
300,10,0.01,balanced,True,0.5,0.9317460317460318,0.06333333333333332,0.16666666666666666,0.0395553517281813,0.04365266951236265,0.24720661623652207
300,3,0.01,none,True,0.3,0.9301587301587302,0.06749999999999999,0.11666666666666665,0.04300386407664784,0.04757304325397361,0.19075871903765995
300,6,0.01,none,True,0.3,0.9301587301587302,0.06749999999999999,0.11666666666666665,0.04300386407664784,0.04757304325397361,0.19075871903765995
300,10,0.01,none,True,0.3,0.9301587301587302,0.06749999999999999,0.11666666666666665,0.04300386407664784,0.04757304325397361,0.19075871903765995
100,3,0.1,balanced,True,0.3,0.9253968253968254,0.07333333333333333,0.1,0.04320843678989269,0.045765100725819935,0.15275252316519466
100,6,0.1,balanced,True,0.3,0.9253968253968254,0.07333333333333333,0.1,0.04320843678989269,0.045765100725819935,0.15275252316519466
100,10,0.1,balanced,True,0.3,0.9253968253968254,0.07333333333333333,0.1,0.04320843678989269,0.045765100725819935,0.15275252316519466
300,3,0.1,balanced,True,0.3,0.9253968253968254,0.07333333333333333,0.1,0.04320843678989269,0.045765100725819935,0.15275252316519466
300,6,0.1,balanced,True,0.3,0.9253968253968254,0.07333333333333333,0.1,0.04320843678989269,0.045765100725819935,0.15275252316519466
300,10,0.1,balanced,True,0.3,0.9253968253968254,0.07333333333333333,0.1,0.04320843678989269,0.045765100725819935,0.15275252316519466
600,3,0.1,balanced,True,0.3,0.9253968253968254,0.07333333333333333,0.1,0.04320843678989269,0.045765100725819935,0.15275252316519466
600,6,0.1,balanced,True,0.3,0.9253968253968254,0.07333333333333333,0.1,0.04320843678989269,0.045765100725819935,0.15275252316519466
600,10,0.1,balanced,True,0.3,0.9253968253968254,0.07333333333333333,0.1,0.04320843678989269,0.045765100725819935,0.15275252316519466
600,3,0.01,balanced,True,0.3,0.9238095238095239,0.075,0.1,0.04534240272090699,0.04787135538781691,0.15275252316519466
600,6,0.01,balanced,True,0.3,0.9238095238095239,0.075,0.1,0.04534240272090699,0.04787135538781691,0.15275252316519466
600,10,0.01,balanced,True,0.3,0.9238095238095239,0.075,0.1,0.04534240272090699,0.04787135538781691,0.15275252316519466
300,3,0.05,balanced,True,0.3,0.9238095238095239,0.07500000000000001,0.1,0.043353969154754486,0.045491146879853936,0.15275252316519466
300,6,0.05,balanced,True,0.3,0.9238095238095239,0.07500000000000001,0.1,0.043353969154754486,0.045491146879853936,0.15275252316519466
300,10,0.05,balanced,True,0.3,0.9238095238095239,0.07500000000000001,0.1,0.043353969154754486,0.045491146879853936,0.15275252316519466
600,3,0.05,balanced,True,0.3,0.9238095238095239,0.07500000000000001,0.1,0.043353969154754486,0.045491146879853936,0.15275252316519466
600,6,0.05,balanced,True,0.3,0.9238095238095239,0.07500000000000001,0.1,0.043353969154754486,0.045491146879853936,0.15275252316519466
600,10,0.05,balanced,True,0.3,0.9238095238095239,0.07500000000000001,0.1,0.043353969154754486,0.045491146879853936,0.15275252316519466
100,3,0.1,none,True,0.2,0.9222222222222223,0.07583333333333334,0.11666666666666665,0.04226516493871221,0.046688982759438134,0.19075871903765995
100,6,0.1,none,True,0.2,0.9222222222222223,0.07583333333333334,0.11666666666666665,0.04226516493871221,0.046688982759438134,0.19075871903765995
100,10,0.1,none,True,0.2,0.9222222222222223,0.07583333333333334,0.11666666666666665,0.04226516493871221,0.046688982759438134,0.19075871903765995
300,3,0.1,none,True,0.2,0.9222222222222223,0.07583333333333334,0.11666666666666665,0.04226516493871221,0.046688982759438134,0.19075871903765995
300,6,0.1,none,True,0.2,0.9222222222222223,0.07583333333333334,0.11666666666666665,0.04226516493871221,0.046688982759438134,0.19075871903765995
300,10,0.1,none,True,0.2,0.9222222222222223,0.07583333333333334,0.11666666666666665,0.04226516493871221,0.046688982759438134,0.19075871903765995
600,3,0.1,none,True,0.2,0.9222222222222223,0.07583333333333334,0.11666666666666665,0.04226516493871221,0.046688982759438134,0.19075871903765995
600,6,0.1,none,True,0.2,0.9222222222222223,0.07583333333333334,0.11666666666666665,0.04226516493871221,0.046688982759438134,0.19075871903765995
600,10,0.1,none,True,0.2,0.9222222222222223,0.07583333333333334,0.11666666666666665,0.04226516493871221,0.046688982759438134,0.19075871903765995
100,3,0.01,none,True,0.3,0.919047619047619,0.0775,0.15,0.04226516493871222,0.043229041164476456,0.2682246156571847
100,6,0.01,none,True,0.3,0.919047619047619,0.0775,0.15,0.04226516493871222,0.043229041164476456,0.2682246156571847
100,10,0.01,none,True,0.3,0.919047619047619,0.0775,0.15,0.04226516493871222,0.043229041164476456,0.2682246156571847
100,3,0.05,balanced,True,0.3,0.9182539682539683,0.08166666666666667,0.08333333333333333,0.04055392473346417,0.0434293807359846,0.14433756729740643
100,6,0.05,balanced,True,0.3,0.9182539682539683,0.08166666666666667,0.08333333333333333,0.04055392473346417,0.0434293807359846,0.14433756729740643
100,10,0.05,balanced,True,0.3,0.9182539682539683,0.08166666666666667,0.08333333333333333,0.04055392473346417,0.0434293807359846,0.14433756729740643
600,3,0.01,none,True,0.2,0.9182539682539682,0.08,0.11666666666666665,0.04296723074171163,0.04642796092394706,0.19075871903765995
600,6,0.01,none,True,0.2,0.9182539682539682,0.08,0.11666666666666665,0.04296723074171163,0.04642796092394706,0.19075871903765995
600,10,0.01,none,True,0.2,0.9182539682539682,0.08,0.11666666666666665,0.04296723074171163,0.04642796092394706,0.19075871903765995
300,3,0.05,none,True,0.2,0.9182539682539682,0.08083333333333334,0.1,0.043259428809243314,0.04662944944512594,0.1855921454276674
300,6,0.05,none,True,0.2,0.9182539682539682,0.08083333333333334,0.1,0.043259428809243314,0.04662944944512594,0.1855921454276674
300,10,0.05,none,True,0.2,0.9182539682539682,0.08083333333333334,0.1,0.043259428809243314,0.04662944944512594,0.1855921454276674
600,3,0.05,none,True,0.2,0.9182539682539682,0.08083333333333334,0.1,0.043259428809243314,0.04662944944512594,0.1855921454276674
600,6,0.05,none,True,0.2,0.9182539682539682,0.08083333333333334,0.1,0.043259428809243314,0.04662944944512594,0.1855921454276674
600,10,0.05,none,True,0.2,0.9182539682539682,0.08083333333333334,0.1,0.043259428809243314,0.04662944944512594,0.1855921454276674
100,3,0.05,none,True,0.2,0.9174603174603174,0.08083333333333334,0.11666666666666665,0.04335396915475448,0.04809568010169359,0.19075871903765995
100,6,0.05,none,True,0.2,0.9174603174603174,0.08083333333333334,0.11666666666666665,0.04335396915475448,0.04809568010169359,0.19075871903765995
100,10,0.05,none,True,0.2,0.9174603174603174,0.08083333333333334,0.11666666666666665,0.04335396915475448,0.04809568010169359,0.19075871903765995
300,3,0.01,balanced,True,0.3,0.9071428571428573,0.0925,0.1,0.04354966640736173,0.046090189363416106,0.15275252316519466
300,6,0.01,balanced,True,0.3,0.9071428571428573,0.0925,0.1,0.04354966640736173,0.046090189363416106,0.15275252316519466
300,10,0.01,balanced,True,0.3,0.9071428571428573,0.0925,0.1,0.04354966640736173,0.046090189363416106,0.15275252316519466
300,3,0.05,balanced,True,0.2,0.9071428571428571,0.09416666666666665,0.06666666666666667,0.0417780069468313,0.04418238713937187,0.13333333333333333
300,6,0.05,balanced,True,0.2,0.9071428571428571,0.09416666666666665,0.06666666666666667,0.0417780069468313,0.04418238713937187,0.13333333333333333
300,10,0.05,balanced,True,0.2,0.9071428571428571,0.09416666666666665,0.06666666666666667,0.0417780069468313,0.04418238713937187,0.13333333333333333
600,3,0.05,balanced,True,0.2,0.9071428571428571,0.09416666666666665,0.06666666666666667,0.0417780069468313,0.04418238713937187,0.13333333333333333
600,6,0.05,balanced,True,0.2,0.9071428571428571,0.09416666666666665,0.06666666666666667,0.0417780069468313,0.04418238713937187,0.13333333333333333
600,10,0.05,balanced,True,0.2,0.9071428571428571,0.09416666666666665,0.06666666666666667,0.0417780069468313,0.04418238713937187,0.13333333333333333
100,3,0.1,balanced,True,0.2,0.9071428571428571,0.09416666666666666,0.06666666666666667,0.04412441467910363,0.04633063541305879,0.13333333333333333
100,6,0.1,balanced,True,0.2,0.9071428571428571,0.09416666666666666,0.06666666666666667,0.04412441467910363,0.04633063541305879,0.13333333333333333
100,10,0.1,balanced,True,0.2,0.9071428571428571,0.09416666666666666,0.06666666666666667,0.04412441467910363,0.04633063541305879,0.13333333333333333
300,3,0.1,balanced,True,0.2,0.9071428571428571,0.09416666666666666,0.06666666666666667,0.04412441467910363,0.04633063541305879,0.13333333333333333
300,6,0.1,balanced,True,0.2,0.9071428571428571,0.09416666666666666,0.06666666666666667,0.04412441467910363,0.04633063541305879,0.13333333333333333
300,10,0.1,balanced,True,0.2,0.9071428571428571,0.09416666666666666,0.06666666666666667,0.04412441467910363,0.04633063541305879,0.13333333333333333
600,3,0.1,balanced,True,0.2,0.9071428571428571,0.09416666666666666,0.06666666666666667,0.04412441467910363,0.04633063541305879,0.13333333333333333
600,6,0.1,balanced,True,0.2,0.9071428571428571,0.09416666666666666,0.06666666666666667,0.04412441467910363,0.04633063541305879,0.13333333333333333
600,10,0.1,balanced,True,0.2,0.9071428571428571,0.09416666666666666,0.06666666666666667,0.04412441467910363,0.04633063541305879,0.13333333333333333
100,3,0.01,balanced,True,0.5,0.9055555555555556,0.09,0.18333333333333332,0.054404168544805925,0.05734883511361751,0.3244653722321964
100,6,0.01,balanced,True,0.5,0.9055555555555556,0.09,0.18333333333333332,0.054404168544805925,0.05734883511361751,0.3244653722321964
100,10,0.01,balanced,True,0.5,0.9055555555555556,0.09,0.18333333333333332,0.054404168544805925,0.05734883511361751,0.3244653722321964
600,3,0.01,balanced,True,0.2,0.903968253968254,0.0975,0.06666666666666667,0.042436204397761426,0.04480668352923355,0.13333333333333333
600,6,0.01,balanced,True,0.2,0.903968253968254,0.0975,0.06666666666666667,0.042436204397761426,0.04480668352923355,0.13333333333333333
600,10,0.01,balanced,True,0.2,0.903968253968254,0.0975,0.06666666666666667,0.042436204397761426,0.04480668352923355,0.13333333333333333
300,3,0.01,none,True,0.2,0.9031746031746032,0.09666666666666666,0.1,0.045425676257949785,0.04818944098266986,0.1855921454276674
300,6,0.01,none,True,0.2,0.9031746031746032,0.09666666666666666,0.1,0.045425676257949785,0.04818944098266986,0.1855921454276674
300,10,0.01,none,True,0.2,0.9031746031746032,0.09666666666666666,0.1,0.045425676257949785,0.04818944098266986,0.1855921454276674
100,3,0.1,none,True,0.15,0.9015873015873016,0.09916666666666667,0.08333333333333333,0.04217565160503626,0.044245213174860944,0.14433756729740643
100,6,0.1,none,True,0.15,0.9015873015873016,0.09916666666666667,0.08333333333333333,0.04217565160503626,0.044245213174860944,0.14433756729740643
100,10,0.1,none,True,0.15,0.9015873015873016,0.09916666666666667,0.08333333333333333,0.04217565160503626,0.044245213174860944,0.14433756729740643
