kernel,C,gamma,class_weight,undersampling,threshold,accuracy_mean,FAR_mean,FRR_mean,accuracy_std,FAR_std,FRR_std
rbf,10,0.001,,False,0.3,0.9888888888888889,0.0025,0.18333333333333332,0.011335600680226755,0.007949493345141213,0.22298480267099421
rbf,10,scale,balanced,False,0.15,0.9888888888888889,0.0025,0.18333333333333332,0.011335600680226755,0.005951190357119041,0.22298480267099421
rbf,10,0.001,balanced,False,0.5,0.9888888888888889,0.0025,0.18333333333333332,0.010163689265766438,0.00595119035711904,0.22298480267099421
rbf,100,scale,,False,0.15,0.9888888888888889,0.0025,0.18333333333333332,0.011335600680226755,0.005951190357119041,0.22298480267099421
rbf,100,scale,balanced,False,0.15,0.9888888888888889,0.0025,0.18333333333333332,0.011335600680226755,0.005951190357119041,0.22298480267099421
rbf,10,0.001,balanced,False,0.3,0.9888888888888889,0.004166666666666667,0.15,0.011335600680226755,0.008936504412303007,0.19649710204252657
linear,1,,,False,0.1,0.9888888888888889,0.01,0.03333333333333333,0.014285714285714297,0.013333333333333332,0.1
linear,1,,balanced,False,0.1,0.9888888888888889,0.01,0.03333333333333333,0.014285714285714297,0.013333333333333332,0.1
linear,10,,,False,0.1,0.9888888888888889,0.01,0.03333333333333333,0.014285714285714297,0.013333333333333332,0.1
linear,10,,balanced,False,0.1,0.9888888888888889,0.01,0.03333333333333333,0.014285714285714297,0.013333333333333332,0.1
linear,100,,,False,0.1,0.9888888888888889,0.01,0.03333333333333333,0.014285714285714297,0.013333333333333332,0.1
linear,100,,balanced,False,0.1,0.9888888888888889,0.01,0.03333333333333333,0.014285714285714297,0.013333333333333332,0.1
rbf,1,0.001,balanced,True,0.5,0.9880952380952381,0.0025,0.2,0.013161209485537315,0.00595119035711904,0.24494897427831783
rbf,1,scale,,False,0.15,0.9880952380952381,0.003333333333333333,0.18333333333333332,0.011082730193467422,0.006666666666666667,0.22298480267099421
rbf,1,scale,balanced,False,0.15,0.9880952380952381,0.003333333333333333,0.18333333333333332,0.013161209485537315,0.008498365855987974,0.22298480267099421
rbf,10,0.01,,False,0.15,0.9880952380952381,0.003333333333333333,0.18333333333333332,0.013161209485537314,0.008498365855987974,0.22298480267099421
rbf,10,0.01,balanced,False,0.15,0.9880952380952381,0.003333333333333333,0.18333333333333332,0.013161209485537314,0.008498365855987974,0.22298480267099421
rbf,100,0.01,,False,0.15,0.9880952380952381,0.003333333333333333,0.18333333333333332,0.013161209485537314,0.008498365855987974,0.22298480267099421
rbf,100,0.01,balanced,False,0.15,0.9880952380952381,0.003333333333333333,0.18333333333333332,0.013161209485537314,0.008498365855987974,0.22298480267099421
rbf,10,0.001,,False,0.2,0.9880952380952381,0.004999999999999999,0.15,0.012166436283139615,0.011902380714238082,0.16583123951776998
rbf,1,0.01,,False,0.1,0.9873015873015873,0.0041666666666666675,0.18333333333333332,0.013837774423938657,0.007216878364870323,0.22298480267099421
rbf,1,0.001,balanced,False,0.15,0.9873015873015873,0.005,0.16666666666666666,0.010765603147817894,0.010671873729054747,0.19720265943665388
