kernel,C,gamma,class_weight,undersampling,threshold,accuracy_mean,FAR_mean,FRR_mean,accuracy_std,FAR_std,FRR_std
linear,100,,,True,0.3,0.9730158730158729,0.021666666666666667,0.13333333333333333,0.021936944382675013,0.021794494717703367,0.19436506316151
linear,100,,balanced,True,0.3,0.9730158730158729,0.021666666666666667,0.13333333333333333,0.021936944382675013,0.021794494717703367,0.19436506316151
rbf,100,0.001,,True,0.3,0.9714285714285713,0.023333333333333334,0.13333333333333333,0.019825390471106017,0.02,0.19436506316151
rbf,100,0.001,balanced,True,0.3,0.9714285714285713,0.023333333333333334,0.13333333333333333,0.019825390471106017,0.02,0.19436506316151
rbf,1,0.1,,True,0.5,0.9706349206349205,0.0,0.6166666666666667,0.011528443687566626,0.0,0.2420973174388992
rbf,1,0.001,,False,0.1,0.9642857142857142,0.03166666666666667,0.11666666666666665,0.019999370108498653,0.021015867021530816,0.1589898669028243
rbf,1,0.001,balanced,True,0.3,0.9626984126984126,0.030000000000000006,0.18333333333333332,0.03224801532366673,0.032744804507314165,0.22298480267099421
rbf,1,0.01,,True,0.2,0.9571428571428571,0.03583333333333334,0.18333333333333332,0.03333333333333333,0.034671073437857865,0.22298480267099421
rbf,10,scale,,True,0.2,0.9539682539682539,0.03916666666666667,0.18333333333333332,0.03049106779729928,0.032606662577523086,0.22298480267099421
rbf,10,0.01,,True,0.2,0.9539682539682539,0.03916666666666667,0.18333333333333332,0.03545763159315664,0.03699662146737186,0.22298480267099421
rbf,10,scale,balanced,True,0.2,0.9539682539682539,0.03916666666666667,0.18333333333333332,0.03049106779729928,0.032606662577523086,0.22298480267099421
rbf,10,0.01,balanced,True,0.2,0.9539682539682539,0.03916666666666667,0.18333333333333332,0.03545763159315664,0.03699662146737186,0.22298480267099421
rbf,100,scale,,True,0.2,0.9539682539682539,0.03916666666666667,0.18333333333333332,0.03049106779729928,0.032606662577523086,0.22298480267099421
rbf,100,0.01,,True,0.2,0.9539682539682539,0.03916666666666667,0.18333333333333332,0.03545763159315664,0.03699662146737186,0.22298480267099421
rbf,100,scale,balanced,True,0.2,0.9539682539682539,0.03916666666666667,0.18333333333333332,0.03049106779729928,0.032606662577523086,0.22298480267099421
rbf,100,0.01,balanced,True,0.2,0.9539682539682539,0.03916666666666667,0.18333333333333332,0.03545763159315664,0.03699662146737186,0.22298480267099421
rbf,1,scale,,True,0.2,0.9515873015873015,0.041666666666666664,0.18333333333333332,0.03530631177704004,0.03782268572636739,0.22298480267099421
rbf,1,0.01,balanced,True,0.2,0.9507936507936507,0.042499999999999996,0.18333333333333332,0.03752885846837108,0.03925521904437959,0.22298480267099421
rbf,1,scale,balanced,True,0.2,0.9452380952380952,0.04833333333333334,0.18333333333333332,0.043025829106126366,0.04651761912317621,0.22298480267099421
rbf,1,0.001,,True,0.3,0.9396825396825397,0.054166666666666675,0.18333333333333332,0.037089909350945784,0.03868498129478387,0.22298480267099421
rbf,100,0.001,,True,0.2,0.9325396825396826,0.06499999999999999,0.11666666666666665,0.043433804103213104,0.04827582785986746,0.1589898669028243
rbf,100,0.001,balanced,True,0.2,0.9325396825396826,0.06499999999999999,0.11666666666666665,0.043433804103213104,0.04827582785986746,0.1589898669028243
rbf,10,0.001,balanced,True,0.2,0.9301587301587302,0.0675,0.11666666666666665,0.04387388876535,0.048440972097778735,0.1589898669028243
rbf,1,0.01,,True,0.15,0.9293650793650794,0.065,0.18333333333333332,0.04904607795390595,0.05372253820428732,0.22298480267099421
linear,1,,,True,0.2,0.9293650793650794,0.06916666666666667,0.1,0.04955712147856877,0.05251322584729383,0.15275252316519466
linear,1,,balanced,True,0.2,0.9293650793650794,0.06916666666666667,0.1,0.04955712147856877,0.05251322584729383,0.15275252316519466
linear,10,,,True,0.2,0.9293650793650794,0.06916666666666667,0.1,0.04955712147856877,0.05251322584729383,0.15275252316519466
linear,10,,balanced,True,0.2,0.9293650793650794,0.06916666666666667,0.1,0.04955712147856877,0.05251322584729383,0.15275252316519466
linear,100,,,True,0.2,0.9293650793650794,0.06916666666666667,0.1,0.04955712147856877,0.05251322584729383,0.15275252316519466
linear,100,,balanced,True,0.2,0.9293650793650794,0.06916666666666667,0.1,0.04955712147856877,0.05251322584729383,0.15275252316519466
rbf,1,scale,,True,0.15,0.9246031746031746,0.07083333333333333,0.16666666666666666,0.04732049265321854,0.05240732561176708,0.19720265943665388
rbf,10,0.001,,True,0.2,0.9246031746031746,0.07333333333333333,0.11666666666666665,0.047849969190421775,0.05201495511442411,0.1589898669028243
rbf,10,0.01,,True,0.15,0.919047619047619,0.07583333333333334,0.18333333333333332,0.04915511926095879,0.0541281914635166,0.22298480267099421
rbf,10,0.01,balanced,True,0.15,0.919047619047619,0.07583333333333334,0.18333333333333332,0.04915511926095879,0.0541281914635166,0.22298480267099421
rbf,100,0.01,,True,0.15,0.919047619047619,0.07583333333333334,0.18333333333333332,0.04915511926095879,0.0541281914635166,0.22298480267099421
rbf,100,0.01,balanced,True,0.15,0.919047619047619,0.07583333333333334,0.18333333333333332,0.04915511926095879,0.0541281914635166,0.22298480267099421
rbf,1,0.01,balanced,True,0.15,0.9182539682539682,0.07666666666666667,0.18333333333333332,0.04899468042555763,0.05436502143433363,0.22298480267099421
rbf,10,scale,,True,0.15,0.9174603174603174,0.07916666666666669,0.15,0.05084322977157766,0.05599479142444114,0.19649710204252657
rbf,10,scale,balanced,True,0.15,0.9174603174603174,0.07916666666666669,0.15,0.05084322977157766,0.05599479142444114,0.19649710204252657
rbf,100,scale,,True,0.15,0.9174603174603174,0.07916666666666669,0.15,0.05084322977157766,0.05599479142444114,0.19649710204252657
rbf,100,scale,balanced,True,0.15,0.9174603174603174,0.07916666666666669,0.15,0.05084322977157766,0.05599479142444114,0.19649710204252657
rbf,1,scale,balanced,True,0.15,0.9055555555555556,0.09083333333333334,0.16666666666666666,0.05275838049085793,0.057849181306028674,0.19720265943665388
rbf,1,0.001,balanced,True,0.2,0.9031746031746032,0.09416666666666665,0.15,0.05473314174465608,0.058279737283019536,0.16583123951776998
rbf,1,0.001,,True,0.2,0.8952380952380953,0.1025,0.15,0.057538314159974145,0.06330591511769566,0.19649710204252657
rbf,10,0.001,,True,0.15,0.8896825396825397,0.11083333333333334,0.1,0.06611163512816581,0.07154544010627092,0.15275252316519466
rbf,10,0.001,balanced,True,0.15,0.8896825396825397,0.11083333333333334,0.1,0.07142416212140167,0.07696951055811357,0.15275252316519466
rbf,100,0.001,,True,0.15,0.888888888888889,0.11166666666666666,0.1,0.06269338939089364,0.06772083217970015,0.15275252316519466
rbf,100,0.001,balanced,True,0.15,0.888888888888889,0.11166666666666666,0.1,0.06269338939089364,0.06772083217970015,0.15275252316519466
linear,1,,,True,0.15,0.8857142857142858,0.11583333333333334,0.08333333333333333,0.07421377604800608,0.07949056547792323,0.14433756729740643
linear,1,,balanced,True,0.15,0.8857142857142858,0.11583333333333334,0.08333333333333333,0.07421377604800608,0.07949056547792323,0.14433756729740643
linear,10,,,True,0.15,0.8857142857142858,0.11583333333333334,0.08333333333333333,0.07421377604800608,0.07949056547792323,0.14433756729740643
linear,10,,balanced,True,0.15,0.8857142857142858,0.11583333333333334,0.08333333333333333,0.07421377604800608,0.07949056547792323,0.14433756729740643
linear,100,,,True,0.15,0.8857142857142858,0.11583333333333334,0.08333333333333333,0.07421377604800608,0.07949056547792323,0.14433756729740643
linear,100,,balanced,True,0.15,0.8857142857142858,0.11583333333333334,0.08333333333333333,0.07421377604800608,0.07949056547792323,0.14433756729740643
rbf,1,0.01,,True,0.1,0.884920634920635,0.11333333333333333,0.15,0.06124495752609673,0.0672061505121865,0.16583123951776998
rbf,1,scale,,True,0.1,0.8738095238095239,0.12666666666666665,0.11666666666666665,0.06872759260578495,0.07272474743090476,0.1589898669028243
rbf,1,0.001,balanced,True,0.15,0.8730158730158731,0.12666666666666665,0.13333333333333333,0.0664015894074663,0.07118052168020873,0.1632993161855452
rbf,10,0.01,,True,0.1,0.8642857142857144,0.1341666666666667,0.16666666666666666,0.0726483157256779,0.07983924821512009,0.19720265943665388
rbf,10,0.01,balanced,True,0.1,0.8642857142857144,0.1341666666666667,0.16666666666666666,0.0726483157256779,0.07983924821512009,0.19720265943665388
rbf,100,0.01,,True,0.1,0.8642857142857144,0.1341666666666667,0.16666666666666666,0.0726483157256779,0.07983924821512009,0.19720265943665388
rbf,100,0.01,balanced,True,0.1,0.8642857142857144,0.1341666666666667,0.16666666666666666,0.0726483157256779,0.07983924821512009,0.19720265943665388
rbf,1,0.01,balanced,True,0.1,0.8619047619047621,0.1366666666666667,0.16666666666666666,0.07046975517594639,0.0779244648504064,0.19720265943665388
rbf,1,0.001,,True,0.15,0.8539682539682542,0.14916666666666664,0.08333333333333333,0.06726863523941932,0.0713899697280912,0.14433756729740643
rbf,10,scale,,True,0.1,0.8492063492063494,0.15250000000000002,0.11666666666666665,0.08569958721709899,0.0941740410091868,0.1589898669028243
rbf,10,scale,balanced,True,0.1,0.8492063492063494,0.15250000000000002,0.11666666666666665,0.08569958721709899,0.0941740410091868,0.1589898669028243
rbf,100,scale,,True,0.1,0.8492063492063494,0.15250000000000002,0.11666666666666665,0.08569958721709899,0.0941740410091868,0.1589898669028243
rbf,100,scale,balanced,True,0.1,0.8492063492063494,0.15250000000000002,0.11666666666666665,0.08569958721709899,0.0941740410091868,0.1589898669028243
rbf,1,scale,balanced,True,0.1,0.8428571428571431,0.15833333333333333,0.13333333333333333,0.07887148094479265,0.08716204576661923,0.1632993161855452
rbf,100,0.001,,True,0.1,0.8293650793650793,0.1766666666666667,0.05,0.10087485792530886,0.10677078252031312,0.11902380714238082
rbf,100,0.001,balanced,True,0.1,0.8293650793650793,0.1766666666666667,0.05,0.10087485792530886,0.10677078252031312,0.11902380714238082
rbf,10,0.001,,True,0.1,0.8246031746031746,0.18250000000000002,0.03333333333333333,0.09069522359400434,0.09508402716661836,0.1
rbf,10,0.001,balanced,True,0.1,0.8238095238095239,0.18166666666666664,0.06666666666666667,0.08977730630082077,0.09601793813889384,0.13333333333333333
linear,1,,,True,0.1,0.823015873015873,0.18333333333333335,0.05,0.11227003314622999,0.11890705987824647,0.11902380714238082
linear,1,,balanced,True,0.1,0.823015873015873,0.18333333333333335,0.05,0.11227003314622999,0.11890705987824647,0.11902380714238082
linear,10,,,True,0.1,0.823015873015873,0.18333333333333335,0.05,0.11227003314622999,0.11890705987824647,0.11902380714238082
linear,10,,balanced,True,0.1,0.823015873015873,0.18333333333333335,0.05,0.11227003314622999,0.11890705987824647,0.11902380714238082
linear,100,,,True,0.1,0.823015873015873,0.18333333333333335,0.05,0.11227003314622999,0.11890705987824647,0.11902380714238082
linear,100,,balanced,True,0.1,0.823015873015873,0.18333333333333335,0.05,0.11227003314622999,0.11890705987824647,0.11902380714238082
rbf,1,0.001,balanced,True,0.1,0.8119047619047619,0.1933333333333333,0.08333333333333333,0.0960645359210588,0.10198039027185571,0.14433756729740643
rbf,1,0.001,,True,0.1,0.792063492063492,0.215,0.06666666666666667,0.09089294160139941,0.09673847907287635,0.13333333333333333
rbf,1,0.1,balanced,True,0.15,0.765079365079365,0.2325,0.2833333333333333,0.37678273651623034,0.40361130228641184,0.2843120351538663
rbf,10,0.1,,True,0.15,0.765079365079365,0.2325,0.2833333333333333,0.37678273651623034,0.40361130228641184,0.2843120351538663
rbf,10,0.1,balanced,True,0.15,0.765079365079365,0.2325,0.2833333333333333,0.37678273651623034,0.40361130228641184,0.2843120351538663
rbf,100,0.1,,True,0.15,0.765079365079365,0.2325,0.2833333333333333,0.37678273651623034,0.40361130228641184,0.2843120351538663
rbf,100,0.1,balanced,True,0.15,0.765079365079365,0.2325,0.2833333333333333,0.37678273651623034,0.40361130228641184,0.2843120351538663
rbf,1,0.1,,True,0.15,0.6746031746031745,0.32833333333333337,0.26666666666666666,0.4187739606679657,0.44932356567029363,0.2905932629027116
rbf,1,0.1,balanced,True,0.1,0.26269841269841265,0.77,0.08333333333333333,0.3595325693596272,0.3856307963727885,0.20749832663314552
rbf,10,0.1,,True,0.1,0.26269841269841265,0.77,0.08333333333333333,0.3595325693596272,0.3856307963727885,0.20749832663314552
rbf,10,0.1,balanced,True,0.1,0.26269841269841265,0.77,0.08333333333333333,0.3595325693596272,0.3856307963727885,0.20749832663314552
rbf,100,0.1,,True,0.1,0.26269841269841265,0.77,0.08333333333333333,0.3595325693596272,0.3856307963727885,0.20749832663314552
rbf,100,0.1,balanced,True,0.1,0.26269841269841265,0.77,0.08333333333333333,0.3595325693596272,0.3856307963727885,0.20749832663314552
rbf,1,0.1,,True,0.1,0.08492063492063492,0.9608333333333334,0.0,0.06112141739520684,0.06417748826496718,0.0
