scenario_id,test_size,threshold_mode,mean_train_pos,mean_train_neg,mean_test_pos,mean_test_neg,mean_threshold,mean_eer_value,std_eer_value,mean_accuracy,std_accuracy,mean_far,std_far,mean_frr,std_frr
26,0.3,default_05,10.0,210.0,5.0,90.0,0.5,0.08027777777777775,0.11489853421342006,0.9852631578947368,0.011013649763802027,0.0,0.0,0.28000000000000014,0.2092593455122388
24,0.3,fixed_020,10.0,210.0,5.0,90.0,0.20000000000000004,0.08027777777777775,0.11489853421342006,0.9884210526315791,0.011275293123448358,0.002777777777777778,0.004936240647992437,0.17,0.18666040089734592
23,0.3,fixed_015,10.0,210.0,5.0,90.0,0.14999999999999997,0.08027777777777775,0.11489853421342006,0.9826315789473685,0.014599678251402223,0.009999999999999998,0.010132327845877682,0.15000000000000002,0.15727950313140984
22,0.3,fixed_010,10.0,210.0,5.0,90.0,0.10000000000000002,0.08027777777777775,0.11489853421342006,0.9642105263157894,0.024003693159981857,0.029999999999999992,0.023390350831502992,0.14,0.14653901941300929
21,0.3,fixed_007,10.0,210.0,5.0,90.0,0.07000000000000002,0.08027777777777775,0.11489853421342006,0.9342105263157894,0.028751541094747136,0.062222222222222213,0.028247490645104904,0.13,0.14903196407411895
27,0.3,eer,10.0,210.0,5.0,90.0,0.2335833333333333,0.08027777777777775,0.11489853421342006,0.9194736842105262,0.11476631810253421,0.08055555555555556,0.11501193542041104,0.08,0.11964860832322377
20,0.3,fixed_005,10.0,210.0,5.0,90.0,0.05000000000000001,0.08027777777777775,0.11489853421342006,0.9021052631578946,0.03632000457291686,0.09833333333333333,0.03591828861165469,0.09000000000000001,0.15183093090324964
19,0.3,fixed_003,10.0,210.0,5.0,90.0,0.030000000000000006,0.08027777777777775,0.11489853421342006,0.8394736842105261,0.03936735448212294,0.16555555555555554,0.04028811119714671,0.06999999999999999,0.14903196407411892
44,0.4,default_05,9.0,180.0,6.0,120.0,0.5,0.10416666666666666,0.10313081456228637,0.9865079365079363,0.007767626744914193,0.0,0.0,0.2833333333333333,0.16312016164319765
43,0.4,fixed_030,9.0,180.0,6.0,120.0,0.29999999999999993,0.10416666666666666,0.10313081456228637,0.9884920634920636,0.009094690607697346,0.0008333333333333333,0.00372677996249965,0.22499999999999995,0.1646811556946807
42,0.4,fixed_020,9.0,180.0,6.0,120.0,0.20000000000000004,0.10416666666666666,0.10313081456228637,0.9880952380952381,0.010137561486642951,0.004999999999999999,0.006282808624375432,0.14999999999999997,0.13134482094206873
41,0.4,fixed_015,9.0,180.0,6.0,120.0,0.14999999999999997,0.10416666666666666,0.10313081456228637,0.9777777777777776,0.021481879297744585,0.01666666666666667,0.019117977822546813,0.13333333333333333,0.1159753956564099
40,0.4,fixed_010,9.0,180.0,6.0,120.0,0.10000000000000002,0.10416666666666666,0.10313081456228637,0.9496031746031746,0.030821435414960404,0.04624999999999999,0.03100120257995662,0.13333333333333333,0.1159753956564099
39,0.4,fixed_007,9.0,180.0,6.0,120.0,0.07000000000000002,0.10416666666666666,0.10313081456228637,0.9154761904761906,0.038129596730736647,0.08249999999999999,0.03898380230435794,0.125,0.11939173323522982
45,0.4,eer,9.0,180.0,6.0,120.0,0.14066666666666666,0.10416666666666666,0.10313081456228637,0.8996031746031745,0.098195349769027,0.10000000000000002,0.09785715810206665,0.10833333333333332,0.11180339887498947
38,0.4,fixed_005,9.0,180.0,6.0,120.0,0.05000000000000001,0.10416666666666666,0.10313081456228637,0.8781746031746032,0.035797730420824375,0.12291666666666665,0.03666218074632254,0.1,0.12565617248750865
37,0.4,fixed_003,9.0,180.0,6.0,120.0,0.030000000000000006,0.10416666666666666,0.10313081456228637,0.8107142857142857,0.03634913338652281,0.19541666666666663,0.039224481405373206,0.06666666666666667,0.12565617248750865
