user_id,text_length,threshold,accuracy,far,frr,eer
05TW8Ljp5AOArnLclD8e8LIHgwg2,10,0.05,0.89375,0.10967741935483871,0.0,0.054838709677419356
2cLb1nw1ViSuzHnuJ8Xa0roN64q2,10,0.035,0.79375,0.2129032258064516,0.0,0.1064516129032258
30m2mK6UrdfP8ENgCSldqeHYwjq2,10,0.06,0.925,0.07096774193548387,0.2,0.13548387096774195
8g1C9fonDzXAwNoVbGG4vJ7XO1F3,10,0.11,1.0,0.0,0.0,0.0
8gGAdMn0cGO8J5wVY9lyHNfcrzF3,10,0.08,0.9625,0.03870967741935484,0.0,0.01935483870967742
9gLVJ3xY2FYHdz1RafqBZ9aUCFh1,10,0.07,0.95625,0.03870967741935484,0.2,0.11935483870967742
A2SsgxEqJLY9Avf3vCgly0OIQux1,10,0.045,0.9125,0.09032258064516129,0.0,0.04516129032258064
BnAXORhlmEgFSnmr5BPzEaj813f2,10,0.055,0.9375,0.06451612903225806,0.0,0.03225806451612903
BqbYZxLSPiNGAJGElBH6dq0Gf422,10,0.085,0.96875,0.03225806451612903,0.0,0.016129032258064516
DJldbpv8XEYPwLseK8tAlA0EFfV2,10,0.065,0.96875,0.03225806451612903,0.0,0.016129032258064516
LAEk3gnIrrPeEc5m2xw2XMg7Ao63,10,0.085,0.975,0.025806451612903226,0.0,0.012903225806451613
LaWWukYn6xeN1jsWRIBI8QB2PvV2,10,0.045,0.925,0.07741935483870968,0.0,0.03870967741935484
Omo5XrILUTX0J0Jih47KSik6Yi43,10,0.105,0.98125,0.01935483870967742,0.0,0.00967741935483871
PoPWokLWSNV1fAVoEx4sJEERdqL2,10,0.13,0.96875,0.025806451612903226,0.2,0.11290322580645162
PzRGdxGusYScYl0zOpFXECA49Tq1,10,0.255,0.9875,0.0064516129032258064,0.2,0.1032258064516129
QcUKYLclszMKbeOKMPTEIZyiKKU2,10,0.06,0.8875,0.11612903225806452,0.0,0.05806451612903226
RKcUBPWd7Lgr4wrIof2rJxDyitr1,10,0.17500000000000002,0.99375,0.0,0.2,0.1
So7yhmPlhAcD7aHz0kZYyZYj0Yg1,10,0.225,0.99375,0.0,0.2,0.1
WLA5tSeimOdSy4qCfthdd7C5WeB2,10,0.145,0.98125,0.0064516129032258064,0.4,0.20322580645161292
WiOvfjiIXHdwNpm5Z4XQkAvGRI23,10,0.065,0.91875,0.08387096774193549,0.0,0.041935483870967745
ZPw87WT2yagXd9QO1D3a7uqutlJ3,10,0.055,0.9,0.1032258064516129,0.0,0.05161290322580645
ej3PfaQvUVVIs8EqkGNlOzZx9Is2,10,0.055,0.9625,0.03870967741935484,0.0,0.01935483870967742
i6SCvQJiqYUDYS1leBqlxRY29jr2,10,0.055,0.9,0.09032258064516129,0.4,0.24516129032258066
my57RUXuMdcCABGumWAajjhxjgi2,10,0.1,0.96875,0.03225806451612903,0.0,0.016129032258064516
pBcgsSbey6YdBbQGH0nEAMUjA9H2,10,0.045,0.875,0.12903225806451613,0.0,0.06451612903225806
qHMPVSZeEOVJeANy4PmaCi0s1LX2,10,0.05,0.8875,0.11612903225806452,0.0,0.05806451612903226
ruaVJyjTBAXieStKhxpnd1GTACE2,10,0.32,1.0,0.0,0.0,0.0
t10BGl5P7lfLJnosyzeNchO2Cgw1,10,0.095,0.9625,0.03870967741935484,0.0,0.01935483870967742
wL7w4dmBmxSYXUEO9tYBUp6XaA22,10,0.1,0.975,0.0064516129032258064,0.6,0.3032258064516129
zADTuV7nEORpOPqPqjLYGgZyVUD3,10,0.07,0.95625,0.04516129032258064,0.0,0.02258064516129032
zisvLwXR2sXkiDyF9hQBgzCT5K03,10,0.135,1.0,0.0,0.0,0.0
zwWo0D9MehY88RXRA0BYoGdJKCz2,10,0.045,0.95625,0.04516129032258064,0.0,0.02258064516129032
05TW8Ljp5AOArnLclD8e8LIHgwg2,20,0.055,0.91875,0.08387096774193549,0.0,0.041935483870967745
2cLb1nw1ViSuzHnuJ8Xa0roN64q2,20,0.065,0.9,0.1032258064516129,0.0,0.05161290322580645
30m2mK6UrdfP8ENgCSldqeHYwjq2,20,0.06,0.925,0.07741935483870968,0.0,0.03870967741935484
8g1C9fonDzXAwNoVbGG4vJ7XO1F3,20,0.125,0.99375,0.0064516129032258064,0.0,0.0032258064516129032
8gGAdMn0cGO8J5wVY9lyHNfcrzF3,20,0.195,1.0,0.0,0.0,0.0
9gLVJ3xY2FYHdz1RafqBZ9aUCFh1,20,0.055,0.93125,0.07096774193548387,0.0,0.035483870967741936
A2SsgxEqJLY9Avf3vCgly0OIQux1,20,0.075,0.95625,0.04516129032258064,0.0,0.02258064516129032
BnAXORhlmEgFSnmr5BPzEaj813f2,20,0.06,0.93125,0.07096774193548387,0.0,0.035483870967741936
BqbYZxLSPiNGAJGElBH6dq0Gf422,20,0.065,0.95625,0.04516129032258064,0.0,0.02258064516129032
DJldbpv8XEYPwLseK8tAlA0EFfV2,20,0.095,0.99375,0.0064516129032258064,0.0,0.0032258064516129032
LAEk3gnIrrPeEc5m2xw2XMg7Ao63,20,0.095,0.95,0.05161290322580645,0.0,0.025806451612903226
LaWWukYn6xeN1jsWRIBI8QB2PvV2,20,0.035,0.9375,0.06451612903225806,0.0,0.03225806451612903
Omo5XrILUTX0J0Jih47KSik6Yi43,20,0.16,0.9875,0.012903225806451613,0.0,0.0064516129032258064
PoPWokLWSNV1fAVoEx4sJEERdqL2,20,0.115,0.9625,0.03225806451612903,0.2,0.11612903225806452
PzRGdxGusYScYl0zOpFXECA49Tq1,20,0.27,0.99375,0.0,0.2,0.1
QcUKYLclszMKbeOKMPTEIZyiKKU2,20,0.035,0.9125,0.09032258064516129,0.0,0.04516129032258064
RKcUBPWd7Lgr4wrIof2rJxDyitr1,20,0.125,0.99375,0.0,0.2,0.1
So7yhmPlhAcD7aHz0kZYyZYj0Yg1,20,0.095,0.9625,0.03870967741935484,0.0,0.01935483870967742
WLA5tSeimOdSy4qCfthdd7C5WeB2,20,0.155,0.9875,0.0064516129032258064,0.2,0.1032258064516129
WiOvfjiIXHdwNpm5Z4XQkAvGRI23,20,0.08,0.9375,0.06451612903225806,0.0,0.03225806451612903
ZPw87WT2yagXd9QO1D3a7uqutlJ3,20,0.055,0.8625,0.14193548387096774,0.0,0.07096774193548387
ej3PfaQvUVVIs8EqkGNlOzZx9Is2,20,0.045,0.98125,0.01935483870967742,0.0,0.00967741935483871
i6SCvQJiqYUDYS1leBqlxRY29jr2,20,0.06,0.91875,0.07741935483870968,0.2,0.13870967741935486
my57RUXuMdcCABGumWAajjhxjgi2,20,0.14,1.0,0.0,0.0,0.0
pBcgsSbey6YdBbQGH0nEAMUjA9H2,20,0.055,0.94375,0.05806451612903226,0.0,0.02903225806451613
qHMPVSZeEOVJeANy4PmaCi0s1LX2,20,0.06,0.93125,0.07096774193548387,0.0,0.035483870967741936
ruaVJyjTBAXieStKhxpnd1GTACE2,20,0.335,1.0,0.0,0.0,0.0
t10BGl5P7lfLJnosyzeNchO2Cgw1,20,0.055,0.8875,0.11612903225806452,0.0,0.05806451612903226
wL7w4dmBmxSYXUEO9tYBUp6XaA22,20,0.28500000000000003,0.9875,0.0,0.4,0.2
zADTuV7nEORpOPqPqjLYGgZyVUD3,20,0.1,0.98125,0.01935483870967742,0.0,0.00967741935483871
zisvLwXR2sXkiDyF9hQBgzCT5K03,20,0.275,1.0,0.0,0.0,0.0
